# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = area_model
# start_datetime = 2024-02-24 12:43:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = area_data.json
# init = 2 (Default)
# random
#   seed = 3796781396 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mean_a,sd_a
# Adaptation terminated
# Step size = 0.328265
# Diagonal elements of inverse mass matrix:
# 2.22253, 1.28604
0.444752,0.964463,0.328265,4,15,0,-0.252679,37.6509,28.5179
0.444752,0.0968393,0.328265,1,1,0,0.933391,37.6509,28.5179
0.0950816,0.899735,0.328265,3,11,0,0.238303,3.75743,10.4802
-0.466776,0.99022,0.328265,2,7,0,0.868635,1.78799,5.80204
-0.33267,0.960026,0.328265,2,7,0,1.36129,3.80991,20.7694
-1.30935,0.928224,0.328265,3,15,0,2.15001,1.0196,1.13091
-1.29279,0.998085,0.328265,2,3,0,1.33494,1.12807,1.13852
-1.26851,1,0.328265,1,1,0,1.29715,1.10288,1.17058
-0.742891,0.434531,0.328265,4,15,0,3.05209,2.6698,22.0851
-0.882333,0.587294,0.328265,3,15,0,4.06266,1.55296,1.74615
0.22721,0.987802,0.328265,3,11,0,1.16301,4.39016,10.439
0.616037,0.919198,0.328265,2,7,0,1.66042,29.8244,23.0395
0.739393,1,0.328265,3,7,0,-0.596599,14.0357,20.1742
0.584838,0.982422,0.328265,3,7,0,-0.364046,7.84803,13.4886
-0.0260426,0.975989,0.328265,3,11,0,0.236965,6.0751,4.65627
0.233282,0.969957,0.328265,3,11,0,0.496026,29.7408,46.5612
-1.5936,0.23895,0.328265,2,3,0,5.15989,7.78254,74.8726
0.623749,0.862377,0.328265,2,7,0,1.81732,14.5422,24.482
0.269738,0.986462,0.328265,3,15,0,-0.21561,12.0515,8.04716
-0.334833,0.999472,0.328265,3,7,0,0.435331,2.0871,6.41072
0.0438432,0.999887,0.328265,3,7,0,0.588813,3.53721,10.4295
0.0652282,0.99972,0.328265,3,7,0,0.194575,3.38795,7.52694
-0.256712,0.992765,0.328265,3,7,0,0.392038,2.57958,10.7908
-0.552298,0.997626,0.328265,3,15,0,1.28094,2.19816,2.44174
-0.157949,0.97766,0.328265,2,3,0,0.987132,2.96745,3.91429
0.0906382,0.988223,0.328265,2,7,0,0.856986,5.29494,4.85685
0.12722,1,0.328265,1,1,0,-0.0882859,5.278,5.03018
0.45226,0.998647,0.328265,2,7,0,0.428672,6.69754,7.62359
0.595121,0.99947,0.328265,3,11,0,-0.351826,30.7111,31.4633
0.464496,0.980927,0.328265,3,7,0,-0.4187,21.9851,35.3509
0.733736,0.999472,0.328265,2,7,0,-0.11336,18.985,24.586
0.208414,0.971734,0.328265,1,3,0,0.365157,10.2565,28.6413
-0.17461,1,0.328265,2,7,0,1.54565,2.94193,11.8837
-0.463176,0.996787,0.328265,2,3,0,0.494163,2.35785,13.7299
0.478005,0.495444,0.328265,3,7,0,0.894869,10.5503,8.49586
0.219336,0.311403,0.328265,2,3,0,1.23285,4.47955,11.3556
-0.408408,0.972429,0.328265,3,11,0,0.787365,13.7309,51.6143
-0.865064,0.99241,0.328265,2,3,0,1.02031,14.2814,68.4446
0.49763,0.933611,0.328265,3,7,0,1.28916,11.6374,24.0257
0.463427,0.959834,0.328265,3,15,0,0.158571,6.00392,9.6518
-1.3121,0.981183,0.328265,3,11,0,2.65675,0.737309,1.84527
0.299858,0.997275,0.328265,3,7,0,1.50109,7.05246,6.27981
0.530684,0.998336,0.328265,3,11,0,-0.0196957,29.8021,35.1341
0.231015,0.988797,0.328265,3,11,0,-0.124317,4.59262,6.13256
-0.481392,0.962387,0.328265,3,7,0,1.05962,1.75081,5.01823
-1.31648,0.880591,0.328265,2,5,0,1.75865,0.87332,10.8674
-1.84257,0.999697,0.328265,2,3,0,1.86294,0.510956,10.6821
-1.41407,0.865444,0.328265,2,5,0,2.39334,0.647806,4.56659
-0.998224,0.71453,0.328265,2,7,0,3.66129,1.83104,19.7208
-2.39709,0.99602,0.328265,3,15,0,3.02499,0.69126,0.464304
-1.55507,0.842499,0.328265,3,15,0,3.80589,0.664052,0.99168
-1.55041,0.999064,0.328265,2,3,0,1.60911,0.647884,1.03837
-3.25339,0.780148,0.328265,3,7,0,3.67911,0.0978447,1.87078
0.288583,0.999942,0.328265,3,15,0,4.29845,7.95686,21.8962
-0.344519,0.991887,0.328265,3,7,0,0.929665,3.41252,3.04549
0.707128,0.995907,0.328265,3,15,0,0.53133,15.402,22.8029
-0.0101329,0.939844,0.328265,3,9,0,0.792707,11.9531,7.07897
-0.0101329,0.285425,0.328265,2,5,0,3.26376,11.9531,7.07897
0.726417,1,0.328265,2,7,0,0.135455,11.4241,16.7605
0.813051,1,0.328265,3,7,0,-0.7253,15.9684,16.4797
0.593626,0.992051,0.328265,2,7,0,-0.221148,8.25484,9.41331
0.744456,0.987862,0.328265,3,7,0,-0.449297,12.2966,17.5148
-1.22764,0.963916,0.328265,3,11,0,1.99357,0.93036,1.36673
-1.0985,0.997343,0.328265,3,15,0,2.20555,79.2269,77.5376
-1.80825,0.729428,0.328265,3,7,0,2.92778,6.36735,75.6709
0.137325,1,0.328265,2,3,0,1.92753,18.5942,42.328
-0.173831,0.967441,0.328265,3,15,0,1.24541,10.3314,5.99981
-0.219506,0.948136,0.328265,2,3,0,0.85343,2.42448,7.56166
-0.292797,0.957006,0.328265,3,7,0,1.50528,54.6163,63.6481
-0.889258,0.909072,0.328265,2,3,0,1.19556,22.053,84.3104
-0.803275,0.686543,0.328265,3,11,0,1.71273,16.0466,7.19556
0.648388,0.813172,0.328265,2,3,0,1.73954,9.30484,15.3098
0.160021,0.974038,0.328265,2,3,0,-0.0888234,12.4578,7.81604
-1.6328,0.228761,0.328265,3,7,0,2.13859,1.2707,25.2228
0.467343,1,0.328265,2,7,0,2.76072,9.26316,20.5591
0.691541,0.99985,0.328265,2,3,0,-0.44794,12.476,19.8179
0.526932,0.998341,0.328265,3,7,0,-0.480309,6.92123,12.3016
0.683233,0.998496,0.328265,4,15,0,-0.101414,20.5359,15.6982
0.683233,0.176011,0.328265,2,3,0,2.33053,20.5359,15.6982
0.673558,0.800767,0.328265,2,3,0,-0.131394,13.5325,21.8083
0.0974172,0.977165,0.328265,2,3,0,0.536362,32.6507,17.8683
0.290282,0.993218,0.328265,3,11,0,0.299886,5.41194,14.001
0.405937,0.990719,0.328265,3,7,0,-0.261324,6.40329,14.6115
0.323075,0.976134,0.328265,2,7,0,0.470012,13.0818,30.5337
0.335442,0.993807,0.328265,3,11,0,0.0800007,6.17138,6.43901
-1.39021,0.737125,0.328265,3,11,0,1.82893,12.2712,84.5598
-0.767627,0.724061,0.328265,2,7,0,2.1402,6.06933,40.6017
-1.47311,0.790894,0.328265,3,15,0,3.03261,8.34788,3.64009
-0.929577,0.931287,0.328265,3,15,0,1.61353,75.3843,73.1517
-0.929577,6.78876e-10,0.328265,1,1,0,4.62213,75.3843,73.1517
-2.6614,0.7024,0.328265,3,7,0,3.1589,112.089,108.489
-0.504875,1,0.328265,2,3,0,2.76653,48.0749,79.0912
-0.504875,0.889047,0.328265,1,3,0,1.70006,48.0749,79.0912
0.692792,0.996135,0.328265,2,7,0,0.847038,23.3911,18.1512
-0.686671,0.844864,0.328265,2,5,0,1.34444,40.109,89.0505
-0.0341952,0.955292,0.328265,2,7,0,1.56726,14.4836,41.9614
0.700238,0.973128,0.328265,2,7,0,0.281191,11.9833,11.3668
0.700238,0.000362825,0.328265,2,3,0,3.34127,11.9833,11.3668
-0.203744,0.441172,0.328265,2,3,0,3.52725,3.06988,13.5767
0.651945,0.99966,0.328265,3,7,0,0.13466,17.202,13.1492
-0.286391,0.858864,0.328265,3,11,0,0.715362,2.30772,8.49074
0.432299,0.911214,0.328265,3,15,0,1.90645,30.6749,39.2242
0.706772,0.892522,0.328265,2,7,0,1.31938,15.6648,13.0271
0.706772,0.481259,0.328265,2,3,0,0.301755,15.6648,13.0271
0.0940634,0.782856,0.328265,1,1,0,-0.0820374,20.5669,11.3294
0.0940634,3.69376e-205,0.328265,1,1,0,6.6249,20.5669,11.3294
-2.04034,0.607971,0.328265,3,7,0,2.347,15.3728,132.212
-1.60289,0.986771,0.328265,3,7,0,2.90797,76.6407,122.622
-1.92476,0.88972,0.328265,2,3,0,2.26605,95.9604,100.95
-1.62525,0.486108,0.328265,2,3,0,3.58944,11.5142,92.8415
0.431804,0.286777,0.328265,3,7,0,2.46166,24.8275,15.6332
0.380556,0.99776,0.328265,3,7,0,-0.371822,16.9329,10.8684
0.6535,1,0.328265,2,7,0,-0.246876,13.7745,22.7164
0.621634,0.885388,0.328265,2,3,0,0.0395238,27.5453,20.4315
0.585687,0.978642,0.328265,2,7,0,0.680509,8.25438,9.23982
0.649828,0.986978,0.328265,3,15,0,-0.193275,10.7278,18.3313
0.785941,0.9955,0.328265,3,15,0,-0.533164,21.5974,21.9204
0.717861,0.985254,0.328265,3,7,0,-0.661614,18.644,25.0054
0.0524121,0.992906,0.328265,3,7,0,-0.00319707,3.69835,5.00444
-0.524933,0.965225,0.328265,2,3,0,0.616335,1.67683,5.78318
-0.309733,1,0.328265,3,7,0,0.651965,2.15662,6.71622
-2.0136,0.590301,0.328265,2,7,0,2.10472,0.444623,11.4464
-2.15326,0.999764,0.328265,2,7,0,2.65777,0.316029,5.80565
-2.2892,0.886207,0.328265,3,9,0,2.96413,0.447975,17.467
-1.3477,0.799509,0.328265,2,5,0,4.17692,1.27207,19.476
-0.582905,0.750365,0.328265,2,7,0,2.90097,3.23186,22.6389
0.196315,0.865516,0.328265,2,7,0,1.25042,4.0334,7.51457
-0.427025,0.96737,0.328265,3,15,0,1.04116,2.83623,2.75436
-0.251435,0.636155,0.328265,3,11,0,3.05005,2.30112,6.65859
-0.251435,0.670275,0.328265,1,3,0,2.35034,2.30112,6.65859
-0.277252,0.988973,0.328265,2,7,0,0.562616,2.35322,8.80914
-0.17053,0.999926,0.328265,3,7,0,0.788567,2.52014,6.30594
-1.05518,0.998265,0.328265,4,15,0,1.45291,1.02371,1.86397
-1.10246,0.999434,0.328265,2,3,0,1.10557,0.955724,1.87973
0.535824,0.980634,0.328265,3,11,0,1.66324,7.74514,8.51424
-2.85577,0.212202,0.328265,1,1,0,3.12126,14.333,4.77615
-1.58978,0.930615,0.328265,3,7,0,2.6235,2.06049,34.7538
-0.83124,0.921025,0.328265,3,11,0,3.17908,1.83714,16.3856
-0.478787,0.920378,0.328265,2,5,0,1.13864,1.87582,8.42678
-1.26874,0.996942,0.328265,3,9,0,1.88931,0.783318,1.77259
-1.02053,0.752171,0.328265,3,15,0,2.61129,2.01209,1.5971
-0.714883,0.696417,0.328265,3,15,0,2.70555,2.32797,18.7797
-0.0958757,0.997984,0.328265,3,7,0,0.956271,4.80401,20.419
-0.328567,0.893215,0.328265,2,7,0,1.16486,6.613,31.9726
-0.458039,0.853466,0.328265,2,5,0,1.55614,22.1338,66.2419
0.588038,0.991662,0.328265,2,7,0,2.14876,19.1957,29.7114
-0.677506,0.924706,0.328265,3,9,0,2.35609,1.48101,2.90474
-0.807361,0.995267,0.328265,2,3,0,0.850749,1.23397,3.24272
-0.0718388,0.994577,0.328265,3,11,0,2.65255,3.33284,4.22727
0.272904,0.973284,0.328265,3,7,0,0.531556,6.5641,18.4997
-0.19715,0.961804,0.328265,3,11,0,1.92477,4.78629,3.77352
0.59745,0.993389,0.328265,3,15,0,0.259771,11.876,21.7586
0.690251,0.989519,0.328265,2,7,0,0.180068,9.51631,13.6753
0.740824,0.996628,0.328265,2,7,0,-0.225797,12.7797,18.4419
-0.139099,0.930548,0.328265,3,15,0,0.724447,2.66736,7.78772
0.423126,0.98761,0.328265,2,5,0,0.278327,7.23171,7.20301
0.761245,0.99948,0.328265,2,7,0,-0.097912,11.5183,14.2414
0.677895,0.991216,0.328265,2,7,0,-0.0651731,23.6379,28.5674
0.75657,0.983841,0.328265,2,3,0,-0.456761,23.3581,24.0714
0.121637,0.974034,0.328265,3,11,0,0.367897,4.08813,5.31362
-0.177996,0.997045,0.328265,2,7,0,0.676853,3.01666,3.72903
-0.352754,0.992146,0.328265,2,3,0,0.36641,2.12449,3.88696
-0.675318,0.998953,0.328265,2,7,0,1.14992,1.49869,2.82445
-0.777473,0.996353,0.328265,2,3,0,0.813617,1.28815,3.06777
-1.12636,0.814933,0.328265,1,3,0,2.00119,0.874308,4.82209
-1.48812,0.991978,0.328265,2,3,0,2.40995,6.4979,2.95937
-0.979881,0.998894,0.328265,3,7,0,1.57597,2.66301,26.9262
-0.878068,0.963378,0.328265,2,7,0,1.32798,3.73075,31.9191
0.21087,1,0.328265,3,7,0,1.17449,24.8354,45.1544
0.205439,0.972807,0.328265,2,3,0,0.332149,17.9068,39.6298
0.318212,1,0.328265,2,3,0,-0.0975412,38.6353,25.3722
0.737951,1,0.328265,4,15,0,-0.374367,12.5841,18.2657
0.220224,0.96105,0.328265,2,3,0,-0.206846,7.4162,22.0828
-1.74024,0.856157,0.328265,3,15,0,2.01338,1.05209,0.797466
-0.971628,0.988843,0.328265,3,15,0,2.1657,1.08701,2.18236
-1.49888,0.677131,0.328265,2,7,0,3.38476,1.26109,22.342
-1.14121,0.996496,0.328265,3,7,0,1.90556,2.07001,25.094
0.440392,0.480043,0.328265,3,7,0,1.94498,6.35862,7.64283
-0.141113,0.961901,0.328265,3,7,0,0.628781,3.21991,3.82974
-0.00308642,0.974657,0.328265,2,5,0,0.563691,3.13817,8.02991
0.261908,0.999104,0.328265,1,3,0,0.113823,4.41901,7.95449
-1.389,0.575327,0.328265,3,11,0,1.57809,6.90806,62.8734
0.0976741,0.82152,0.328265,3,11,0,2.47522,6.44094,5.18078
-0.125689,0.981907,0.328265,3,15,0,2.59459,35.71,61.978
0.711435,0.988852,0.328265,3,7,0,0.315885,20.419,26.1925
0.733635,0.999279,0.328265,4,15,0,-0.682233,23.0242,18.98
-0.0377034,0.976165,0.328265,2,7,0,0.834928,47.0065,55.7662
0.789233,0.979526,0.328265,3,9,0,0.766502,13.4752,14.3374
0.660158,0.965096,0.328265,1,3,0,-0.505482,9.79851,16.0672
0.755348,0.996768,0.328265,3,7,0,-0.635572,12.3416,17.0502
0.376049,0.985291,0.328265,3,7,0,-0.172423,5.68093,7.15433
0.653467,0.995164,0.328265,3,15,0,0.108513,29.0821,28.419
0.653467,0.0263042,0.328265,1,1,0,1.30466,29.0821,28.419
0.739506,0.930327,0.328265,3,7,0,-0.167414,23.5163,19.7909
-1.32019,0.296972,0.328265,1,1,0,1.53685,41.843,16.3544
-0.0819438,0.434745,0.328265,2,3,0,1.34415,44.087,24.2094
0.182272,1,0.328265,1,1,0,0.199773,38.7692,23.1023
0.182272,0.329481,0.328265,2,3,0,0.484339,38.7692,23.1023
0.427981,1,0.328265,3,9,0,-0.0937414,5.88213,8.01979
0.305873,0.989812,0.328265,3,7,0,0.0358493,7.40679,6.40311
0.0769382,0.999422,0.328265,2,7,0,0.638722,4.48677,4.74856
0.238362,0.975655,0.328265,3,15,0,1.58216,9.79005,6.95488
-0.706465,0.525838,0.328265,3,15,0,2.0278,1.37639,5.66024
-1.51103,0.980281,0.328265,3,7,0,3.00334,1.83168,30.3514
-1.0389,0.799037,0.328265,2,5,0,2.51917,3.76481,35.8293
-1.16852,0.997491,0.328265,1,1,0,1.19023,3.62606,38.0565
-2.53293,0.77781,0.328265,2,7,0,2.79507,4.01012,87.3068
-0.984404,0.99944,0.328265,2,3,0,2.80076,10.0444,61.2185
-1.07696,0.764726,0.328265,2,7,0,1.86793,16.1759,81.5573
-0.0700184,0.982617,0.328265,3,15,0,1.20991,14.1697,7.87736
0.587313,1,0.328265,2,3,0,0.109102,8.25688,9.27269
0.617784,0.975639,0.328265,2,7,0,0.517751,25.6789,18.5839
0.775557,0.990326,0.328265,3,11,0,-0.296504,12.4543,13.8078
0.718819,0.997204,0.328265,2,3,0,-0.706591,11.0884,11.6961
0.673557,0.999536,0.328265,3,11,0,-0.642165,28.519,26.9914
0.694623,0.994685,0.328265,2,3,0,-0.644395,24.4577,27.8524
0.155068,0.984575,0.328265,3,11,0,-0.0981444,3.82084,7.09466
0.536706,0.991834,0.328265,3,15,0,1.93911,13.8379,26.0613
0.81406,0.988365,0.328265,1,3,0,-0.31063,18.1717,19.1312
0.704195,0.982889,0.328265,2,7,0,-0.466163,19.0456,25.7566
0.723062,0.993848,0.328265,3,7,0,-0.413883,15.9607,22.7794
-0.218013,0.949545,0.328265,3,7,0,0.342223,4.82358,23.0694
-1.16909,0.590939,0.328265,3,7,0,4.82182,32.0591,111.655
-0.807214,0.993086,0.328265,2,7,0,1.73523,71.6516,42.3413
0.499256,1,0.328265,2,3,0,0.696982,19.8031,32.843
0.528979,0.998482,0.328265,3,11,0,-0.221295,6.95728,9.03506
0.0990566,0.961695,0.328265,2,7,0,0.0607191,5.51564,18.9605
-0.12417,0.94416,0.328265,3,9,0,0.694397,2.6872,7.26033
-0.684679,0.998411,0.328265,2,7,0,1.15298,1.41097,3.56439
-0.487475,0.995369,0.328265,3,7,0,0.846955,1.74034,5.34786
-0.00113165,0.999937,0.328265,2,3,0,0.49368,3.26573,5.18224
-1.20562,0.95614,0.328265,3,15,0,2.16623,16.1956,87.4576
0.50753,0.742985,0.328265,3,15,0,2.86094,17.8871,12.1813
0.705071,1,0.328265,3,11,0,-0.0942949,22.1983,27.0812
0.71292,1,0.328265,3,15,0,-0.690536,9.96595,13.4162
0.669861,0.989888,0.328265,4,15,0,0.287041,21.7104,16.3277
0.796684,0.714652,0.328265,2,3,0,0.110722,13.4276,15.5119
0.796684,0.909257,0.328265,1,3,0,-0.0286471,13.4276,15.5119
0.119953,0.956856,0.328265,3,11,0,0.704801,7.26154,5.53931
0.140857,0.731627,0.328265,2,3,0,0.809538,3.74106,7.21402
0.229562,0.997545,0.328265,3,7,0,0.080186,4.27355,9.23154
-0.498472,0.982803,0.328265,3,7,0,0.590606,2.69693,17.2884
-0.536559,0.999643,0.328265,2,3,0,0.691328,2.40028,15.7058
-0.447558,1,0.328265,2,3,0,0.571535,2.42649,14.002
-1.27052,0.999803,0.328265,3,7,0,1.51794,0.927394,11.1961
-0.554312,1,0.328265,2,3,0,1.33609,1.66338,6.9949
0.0653086,0.989363,0.328265,3,15,0,0.824696,9.43066,30.3239
-0.993526,0.978411,0.328265,2,3,0,1.12595,4.01094,36.229
-1.20325,0.792886,0.328265,4,15,0,3.33299,8.76166,64.3733
-0.0137599,1,0.328265,3,7,0,1.39712,8.09202,29.0333
-0.310477,0.997081,0.328265,3,11,0,1.10558,2.43235,3.4394
-1.12383,0.679273,0.328265,3,11,0,1.73651,1.6346,19.9852
-0.870663,1,0.328265,2,7,0,1.62202,1.29419,9.40578
-1.54433,0.998841,0.328265,3,11,0,3.69558,64.0781,26.3442
0.361138,0.908603,0.328265,2,3,0,0.650065,40.8182,37.0669
-0.609084,0.192405,0.328265,2,3,0,2.95568,14.0893,58.829
-0.211481,0.491994,0.328265,4,15,0,1.92982,4.23725,20.3613
-1.25789,0.66636,0.328265,2,3,0,2.6411,1.6711,23.1337
0.0852657,0.448419,0.328265,3,7,0,1.17929,9.55031,6.32844
0.498849,1,0.328265,3,7,0,-0.102864,7.6614,15.9222
0.617879,0.995309,0.328265,2,5,0,-0.402044,8.04048,10.6406
0.0968605,0.973285,0.328265,3,7,0,0.159115,3.73234,5.58384
-0.770712,0.993075,0.328265,3,7,0,0.861287,2.19109,1.95873
-0.345549,1,0.328265,4,15,0,0.773634,2.27303,3.44701
0.7554,0.997327,0.328265,3,11,0,0.471861,12.6963,12.8161
0.573162,0.842494,0.328265,2,3,0,0.434743,8.98243,8.9385
0.573162,0.14484,0.328265,1,1,0,1.23489,8.98243,8.9385
0.328327,0.925871,0.328265,2,7,0,0.250154,4.87921,9.24926
0.633119,0.999925,0.328265,3,7,0,-0.330282,8.62923,10.2288
0.794133,0.989233,0.328265,3,11,0,-0.437473,19.4987,21.6587
0.0529011,0.833168,0.328265,3,7,0,0.941996,9.32234,6.13853
0.258154,0.859624,0.328265,2,7,0,0.777284,7.06653,20.2899
0.591158,1,0.328265,2,7,0,-0.161865,8.72457,9.21305
0.544942,0.978815,0.328265,2,7,0,0.355007,13.4965,25.413
0.455225,0.99302,0.328265,2,7,0,-0.398096,18.2364,11.9966
-2.72603,0.572215,0.328265,3,7,0,2.96747,0.177372,5.6617
-2.77418,0.999878,0.328265,3,7,0,3.21501,0.159725,2.79176
-1.76408,0.819204,0.328265,2,7,0,3.225,0.50251,0.902786
-2.03638,0.985533,0.328265,3,7,0,2.12506,0.341913,1.19946
-3.55552,0.997222,0.328265,3,7,0,3.83017,0.211489,0.143705
-3.45344,1,0.328265,2,3,0,3.58575,0.193605,0.144909
-1.27111,0.987026,0.328265,3,15,0,4.36053,0.758783,2.10448
-1.17274,0.993284,0.328265,3,11,0,2.95385,65.0697,107.617
0.395812,0.858608,0.328265,3,7,0,2.58882,39.1763,36.9224
0.395812,0.00319812,0.328265,2,3,0,2.29649,39.1763,36.9224
0.395812,0.166508,0.328265,2,3,0,3.64779,39.1763,36.9224
0.729221,0.616959,0.328265,2,7,0,2.13952,13.9158,20.412
-0.357919,0.96381,0.328265,3,7,0,1.73489,58.5709,63.0076
0.81293,1,0.328265,3,15,0,0.603732,17.6785,19.3461
0.711017,0.979979,0.328265,1,3,0,-0.651106,14.5628,21.798
0.4476,0.960737,0.328265,2,3,0,0.420029,14.7518,10.1741
0.655735,0.618025,0.328265,3,7,0,0.912469,8.67893,12.5555
-0.533392,0.987488,0.328265,3,11,0,0.908619,1.86807,2.82307
0.516004,0.991907,0.328265,3,11,0,0.685862,8.17518,16.8136
0.65229,0.990333,0.328265,3,7,0,0.0173763,8.75927,10.8671
0.76447,0.997715,0.328265,2,7,0,-0.483973,12.3995,16.6286
0.720927,0.992336,0.328265,3,11,0,-0.595972,11.1557,11.7505
0.65438,0.984131,0.328265,2,7,0,-0.437359,15.9477,12.4822
0.397412,0.893446,0.328265,2,3,0,-0.244197,7.29936,17.633
-2.11385,0.951847,0.328265,3,11,0,3.33138,0.520303,0.500252
-1.96585,0.988989,0.328265,2,3,0,2.21399,0.617043,0.581406
-2.74495,0.963354,0.328265,3,7,0,2.86501,0.169687,0.528676
-1.79021,0.994765,0.328265,3,7,0,2.83278,0.654835,0.692869
-0.397915,0.803916,0.328265,3,7,0,4.78315,54.3815,69.8743
0.458673,0.294177,0.328265,3,7,0,5.71265,15.1133,29.6476
0.384163,0.496511,0.328265,2,3,0,3.05145,11.5584,26.7155
0.405964,0.993526,0.328265,3,7,0,-0.0670385,7.12107,16.9102
-0.923637,0.970258,0.328265,3,7,0,1.17161,22.3309,86.3446
-0.254623,0.887895,0.328265,3,15,0,1.24961,3.00062,14.2495
0.698809,0.971535,0.328265,3,11,0,0.432492,11.5337,18.0851
0.52409,0.99559,0.328265,2,7,0,-0.376438,33.0703,24.1528
0.473538,0.384916,0.328265,2,3,0,0.780607,14.1622,28.128
0.0408311,0.583651,0.328265,3,7,0,1.22941,6.35934,23.0259
-0.879855,0.976203,0.328265,2,7,0,1.01381,2.70852,25.1864
-0.361236,0.999682,0.328265,3,7,0,1.12164,3.09793,17.226
# 
#  Elapsed Time: 0.022 seconds (Warm-up)
#                0.021 seconds (Sampling)
#                0.043 seconds (Total)
# 
