# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = area_model
# start_datetime = 2024-02-24 12:43:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = area_data.json
# init = 2 (Default)
# random
#   seed = 3796781396 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mean_a,sd_a
# Adaptation terminated
# Step size = 0.328265
# Diagonal elements of inverse mass matrix:
# 2.22253, 1.28604
-0.808622,0.998213,0.328265,1,1,0,0.815063,1.86701,16.2461
-2.4002,0.581634,0.328265,3,7,0,2.47418,3.5781,76.6312
-4.12381,0.755318,0.328265,3,11,0,5.01598,6.21312,245.717
-3.33204,0.999965,0.328265,2,3,0,4.28124,5.87666,160.173
-4.45744,0.998634,0.328265,2,3,0,4.53164,5.32287,269.159
-3.53605,1,0.328265,2,3,0,4.54642,8.49051,213.102
-0.0462753,1,0.328265,3,15,0,2.03499,8.00374,5.33413
-0.0911193,0.924704,0.328265,3,7,0,0.50009,2.80605,7.55637
0.0940819,0.991504,0.328265,3,11,0,1.01239,5.43961,18.7939
0.647026,1,0.328265,2,3,0,1.45481,9.41217,10.1681
0.195848,0.922828,0.328265,2,7,0,0.306437,8.90929,26.1867
-0.256364,0.902942,0.328265,2,5,0,0.490584,11.3023,42.3357
-0.0131253,0.813386,0.328265,4,15,0,1.09534,10.9699,35.3572
-3.15683,0.716442,0.328265,3,11,0,5.38417,0.11093,0.399049
-1.68159,0.995651,0.328265,3,7,0,3.20804,0.624588,0.819791
-1.68159,0.419643,0.328265,1,1,0,4.07759,0.624588,0.819791
-2.4931,0.982595,0.328265,3,7,0,2.67546,0.541481,0.390725
-2.4931,0.379623,0.328265,1,1,0,3.37523,0.541481,0.390725
-0.136662,0.900089,0.328265,3,15,0,2.92385,2.67342,7.76401
-0.331452,0.336115,0.328265,2,3,0,2.7385,10.2555,5.6587
0.582715,1,0.328265,2,3,0,0.229568,7.50178,11.9415
0.450366,0.984485,0.328265,3,11,0,-0.249639,16.4509,31.3186
0.389331,0.992799,0.328265,3,7,0,0.176168,35.8651,40.1415
-0.268939,0.349484,0.328265,3,7,0,1.853,13.6022,47.1781
-0.278629,0.966362,0.328265,3,7,0,0.713993,8.50211,36.3208
-0.0420535,0.998336,0.328265,2,3,0,0.457993,11.4303,36.9703
-1.71061,0.891229,0.328265,2,7,0,3.59565,30.5046,11.1335
-1.1032,1,0.328265,2,7,0,1.79481,2.21828,25.7263
-2.15404,0.559927,0.328265,2,7,0,2.98922,1.88133,46.7313
-0.101994,0.428572,0.328265,3,7,0,3.00377,10.7775,37.2064
0.607845,0.434664,0.328265,2,3,0,1.40502,28.0405,31.8043
0.607845,0.302835,0.328265,2,3,0,1.907,28.0405,31.8043
0.270513,0.971121,0.328265,3,11,0,-0.00693422,4.62603,10.3866
-0.378164,0.981189,0.328265,3,11,0,0.565927,52.6376,27.7971
-0.378164,0.0269488,0.328265,2,3,0,2.10732,52.6376,27.7971
0.362338,1,0.328265,2,7,0,0.416468,7.64556,19.4083
0.673982,0.992133,0.328265,2,7,0,-0.294696,9.21712,11.2141
0.146096,0.887643,0.328265,1,3,0,0.859743,5.67866,18.4977
-1.36698,0.832004,0.328265,3,7,0,1.88294,5.78015,56.3558
0.162724,0.518802,0.328265,3,7,0,1.51718,7.17368,22.7167
0.387943,0.995118,0.328265,2,7,0,0.0688669,12.2221,27.6547
0.69544,0.984498,0.328265,2,7,0,-0.147785,14.5014,12.2706
-4.49309,0.259896,0.328265,4,15,0,5.5808,0.0302534,5.61979
-2.78472,0.872942,0.328265,3,15,0,4.63894,57.5362,18.9359
-5.16746,0.656682,0.328265,3,15,0,6.115,0.0143469,1.30293
-6.16137,0.857616,0.328265,2,7,0,6.67552,0.00537095,2.51379
-5.44397,0.909052,0.328265,3,11,0,6.8412,0.0132152,9.37553
-6.05136,0.999209,0.328265,3,7,0,6.4979,0.00609076,3.57404
-2.69056,0.799788,0.328265,2,5,0,7.64188,0.17232,1.27253
-2.09389,0.899865,0.328265,2,7,0,3.18588,0.372003,0.611337
-2.82657,0.894229,0.328265,2,3,0,3.07663,0.923312,0.483007
-4.96224,0.576028,0.328265,3,7,0,5.13947,0.0175868,1.00916
-5.14079,0.999999,0.328265,2,3,0,5.19048,0.0147035,0.905789
-4.40051,1,0.328265,2,3,0,5.16881,0.0308465,0.966707
-3.57346,0.996675,0.328265,2,7,0,4.95241,0.0724358,0.299528
-4.07838,0.952415,0.328265,3,7,0,4.15261,0.042714,0.396041
-3.74367,0.752297,0.328265,2,7,0,4.50138,0.0606035,0.294952
-4.40334,0.935968,0.328265,3,7,0,4.74395,0.0307387,0.652641
-3.91117,0.680524,0.328265,2,7,0,4.95561,0.0504634,0.499524
-3.93099,0.999819,0.328265,2,3,0,4.08327,0.0493933,0.622887
-3.7586,0.999997,0.328265,2,3,0,3.97986,0.0587806,0.598803
-3.98696,1,0.328265,3,11,0,4.54308,0.0468407,0.40761
-3.13903,0.805087,0.328265,3,15,0,5.52106,0.109485,1.45852
-1.20646,0.970063,0.328265,3,15,0,4.45449,0.898304,1.52127
-0.77748,0.999663,0.328265,3,7,0,1.32513,2.00107,1.92156
-0.233839,0.968062,0.328265,2,7,0,1.25567,2.37855,7.41587
-1.68556,0.96164,0.328265,3,7,0,2.38656,0.503482,5.63448
0.551865,0.999976,0.328265,3,7,0,1.95831,7.19603,12.3257
0.095023,0.994299,0.328265,2,7,0,0.257053,3.51764,7.12489
-0.609629,0.991166,0.328265,3,7,0,0.864083,1.66997,2.75144
-0.376468,0.565918,0.328265,3,15,0,2.47796,59.466,62.9584
-2.14658,0.80904,0.328265,3,7,0,2.47583,23.2997,166.915
0.670395,0.884702,0.328265,4,15,0,3.13593,9.01334,13.0395
0.768265,0.999844,0.328265,3,7,0,-0.660248,11.8145,14.324
0.465975,0.99334,0.328265,2,7,0,0.524801,34.2547,23.8987
0.768099,0.652289,0.328265,2,3,0,0.415604,17.2592,22.0462
0.801797,0.920934,0.328265,2,3,0,0.383696,15.6225,15.4521
0.669215,0.992679,0.328265,3,15,0,-0.293231,28.709,27.203
0.618334,0.983197,0.328265,2,7,0,-0.0361085,8.01036,10.8352
-0.0317737,0.938581,0.328265,3,11,0,0.786774,16.9181,45.3297
0.613741,0.986824,0.328265,2,3,0,0.501807,28.2222,31.4778
-0.574696,0.961561,0.328265,3,7,0,0.887881,28.1391,77.2813
0.299591,0.986053,0.328265,3,7,0,0.833706,5.46784,13.9814
0.00354704,0.974979,0.328265,3,7,0,0.42399,3.17066,5.82993
-0.595118,0.939643,0.328265,3,7,0,1.9449,3.65469,25.3729
-0.203632,1,0.328265,2,7,0,1.77377,2.80144,3.75258
0.811994,0.999461,0.328265,3,15,0,0.555221,15.1111,16.9963
0.600962,0.983109,0.328265,2,3,0,-0.516872,22.5437,15.9136
0.813451,1,0.328265,2,3,0,-0.61076,17.0653,17.1316
0.613912,0.982958,0.328265,3,9,0,-0.379025,8.09923,12.9558
0.806008,0.997556,0.328265,2,7,0,-0.555316,14.2907,16.3621
0.613257,0.972408,0.328265,3,9,0,-0.127834,13.2316,10.7089
-0.112348,0.742713,0.328265,1,1,0,0.134222,16.4325,8.74974
0.126306,0.999203,0.328265,3,15,0,0.561033,47.7066,45.0464
-0.78583,0.41709,0.328265,2,3,0,2.98826,4.82002,35.5603
-0.436885,1,0.328265,2,3,0,0.85061,6.40924,33.7962
-0.977997,0.99095,0.328265,2,3,0,1.05533,5.52924,43.7423
-0.552129,0.736282,0.328265,2,7,0,2.17725,3.76497,25.0788
-0.428625,1,0.328265,2,3,0,0.770357,3.09869,18.6343
-1.03216,0.958078,0.328265,2,7,0,1.42372,1.12379,10.0056
-2.12436,0.999377,0.328265,3,7,0,2.28031,0.347204,7.94714
-0.767589,0.999759,0.328265,3,7,0,2.24838,1.29094,3.2899
0.179003,0.976113,0.328265,3,11,0,2.04878,15.0732,9.06405
0.751516,0.912102,0.328265,2,3,0,0.172321,11.3503,15.0447
0.770394,0.997798,0.328265,2,7,0,-0.445791,19.6899,23.2295
0.73314,0.993343,0.328265,2,7,0,-0.648235,15.8429,22.306
-0.0102746,0.980099,0.328265,3,7,0,0.248809,35.7788,57.2023
-0.0910099,0.995877,0.328265,1,1,0,0.0987564,35.2323,60.445
-0.139944,0.841631,0.328265,3,15,0,2.20576,2.76266,9.15166
0.112671,0.99376,0.328265,2,7,0,1.16359,4.44223,14.1621
0.339591,0.996675,0.328265,3,15,0,-0.0563624,12.9257,29.895
-0.867689,0.950871,0.328265,3,7,0,0.968244,20.1664,8.68006
0.471889,0.470074,0.328265,3,7,0,3.35459,11.3973,24.2961
0.773958,1,0.328265,2,5,0,-0.437018,20.7407,23.2668
0.513819,0.972122,0.328265,2,3,0,-0.403603,25.5538,35.3256
-0.147884,0.963045,0.328265,2,7,0,1.00213,6.32148,26.9973
-2.49917,0.980933,0.328265,3,15,0,4.87142,14.9559,165.124
-0.373481,0.999874,0.328265,3,7,0,2.69516,52.0846,70.2181
-0.427009,0.999788,0.328265,2,3,0,0.475305,46.2027,75.6165
-1.45426,0.934687,0.328265,2,3,0,1.50408,25.7644,121.115
-1.51898,1,0.328265,3,7,0,2.13096,60.4492,137.318
-2.19722,0.99219,0.328265,2,3,0,2.34161,67.1777,190.714
-2.80465,1,0.328265,2,3,0,2.93392,51.3075,279.58
-3.52966,0.948412,0.328265,2,3,0,3.93037,103.199,246.489
0.813236,1,0.328265,3,7,0,4.28103,15.7793,17.8722
0.726085,0.984372,0.328265,1,3,0,-0.679951,13.9316,20.5455
-0.591547,0.963963,0.328265,3,7,0,1.40086,62.255,73.2084
-0.929046,0.982243,0.328265,3,7,0,0.946155,74.3562,75.8032
-0.921353,0.519849,0.328265,2,3,0,2.51711,29.2909,95.0475
-1.30803,0.986096,0.328265,4,15,0,1.7438,84.4176,50.3016
-0.566673,0.863381,0.328265,3,7,0,1.51459,66.3162,40.7844
-0.566673,3.73116e-43,0.328265,1,1,0,7.78419,66.3162,40.7844
0.164848,1,0.328265,1,1,0,0.304875,47.1428,42.7169
0.164848,0.000496603,0.328265,2,3,0,2.24793,47.1428,42.7169
0.328531,0.906745,0.328265,2,3,0,0.220754,39.6479,41.0885
-0.477786,0.929951,0.328265,2,5,0,1.55184,45.0109,78.4263
-0.341396,0.958975,0.328265,2,3,0,1.23292,62.7801,45.2503
-0.341396,0.0915822,0.328265,2,3,0,3.80171,62.7801,45.2503
0.0339128,0.987869,0.328265,3,7,0,1.0864,16.9017,43.3876
0.665884,0.355713,0.328265,2,3,0,1.53373,25.5415,19.5253
0.683848,1,0.328265,2,3,0,-0.66388,17.4061,25.3393
0.683848,0.0260207,0.328265,1,1,0,3.02329,17.4061,25.3393
0.742382,1,0.328265,2,3,0,-0.678742,17.3079,23.1649
-0.315747,0.90467,0.328265,3,15,0,1.25049,2.16202,7.19829
-1.98653,0.884807,0.328265,3,15,0,5.07491,0.35523,1.53756
-0.415427,0.998584,0.328265,3,15,0,4.21884,2.56389,14.4705
-0.468342,0.990583,0.328265,3,9,0,1.27713,1.80947,3.99236
-2.21197,0.996197,0.328265,3,9,0,3.2536,0.780614,0.54009
-1.69122,0.917486,0.328265,2,3,0,2.55363,0.664016,0.781233
-1.62371,0.952041,0.328265,2,3,0,2.46094,1.17543,0.89411
-1.2983,0.714908,0.328265,4,15,0,4.10982,45.0927,126.789
-0.151221,0.454104,0.328265,3,11,0,4.18424,57.6115,43.8259
0.240274,0.875399,0.328265,3,15,0,2.72198,33.7623,19.8497
0.589781,1,0.328265,2,3,0,-0.153169,11.8137,21.8758
0.0875544,0.987668,0.328265,3,11,0,0.185331,3.64103,5.67791
0.7263,0.960597,0.328265,3,7,0,0.651874,14.8474,12.9302
0.127384,0.459908,0.328265,2,3,0,1.79294,5.56967,18.5282
-0.25809,0.65216,0.328265,2,3,0,3.38385,29.1893,14.1145
-0.0973627,0.738367,0.328265,2,3,0,1.05915,37.2198,19.2964
-0.0973627,0.0435163,0.328265,2,3,0,4.28916,37.2198,19.2964
-0.00626879,0.952199,0.328265,3,7,0,0.270092,14.347,40.9819
0.199359,0.905994,0.328265,1,3,0,0.663619,25.945,46.1698
-0.224388,0.988568,0.328265,1,3,0,1.026,44.8024,66.0078
0.596601,0.970712,0.328265,3,7,0,0.648769,27.9787,32.3447
0.792651,0.979904,0.328265,2,7,0,-0.15759,13.6711,14.5413
0.252294,0.92565,0.328265,2,7,0,-0.0512313,15.4731,35.5466
0.674896,0.97298,0.328265,2,5,0,-0.0681568,12.3223,20.1366
0.659315,0.991431,0.328265,4,15,0,-0.204967,10.9565,18.4374
0.774769,0.994247,0.328265,2,5,0,-0.586931,12.1954,15.1711
-1.18057,0.953184,0.328265,3,7,0,1.7477,45.5864,118.841
-0.632164,0.962418,0.328265,1,3,0,2.73581,22.5312,73.7111
-1.37046,0.989751,0.328265,3,11,0,3.04046,2.22557,1.41006
-1.05835,1,0.328265,4,15,0,1.77734,73.247,88.0177
-0.909326,0.854587,0.328265,3,7,0,1.91913,52.6251,100.19
-1.30333,0.870402,0.328265,2,3,0,2.57492,64.2118,117.689
-2.4846,0.957828,0.328265,2,3,0,2.79511,87.6201,177.735
-1.14763,0.30498,0.328265,2,3,0,7.11821,20.4902,94.0763
0.0633218,1,0.328265,3,7,0,1.57379,50.4143,35.6407
-0.0109943,1,0.328265,3,7,0,0.206678,27.2968,54.2513
-0.680719,0.919166,0.328265,2,7,0,2.61408,22.368,9.90471
0.232768,0.191394,0.328265,3,7,0,3.77112,6.38616,18.8774
-0.498899,0.990766,0.328265,3,15,0,1.51379,67.11,48.6206
-0.102969,1,0.328265,2,3,0,0.46268,56.1963,44.7271
0.0295793,0.999555,0.328265,3,7,0,0.171162,52.2472,40.4779
0.416794,0.884314,0.328265,2,3,0,0.593108,13.7281,29.0452
0.406779,0.996371,0.328265,2,3,0,-0.240249,14.5718,30.3727
0.587683,1,0.328265,3,7,0,-0.388183,12.6731,23.1727
0.557494,0.992164,0.328265,2,7,0,0.277778,7.47079,9.14888
0.242361,0.993713,0.328265,3,7,0,-0.179959,4.8008,6.04376
-2.09646,0.974276,0.328265,3,15,0,3.25842,61.9434,186.935
-2.10696,1,0.328265,2,3,0,2.22305,51.2498,194.989
-2.12279,0.553532,0.328265,2,3,0,5.83486,43.8515,195.991
-0.988496,0.99658,0.328265,2,3,0,2.29825,68.3189,91.068
-1.6123,0.842699,0.328265,3,7,0,1.973,93.6576,69.2167
-1.33831,1,0.328265,1,1,0,1.86752,87.3911,69.7597
-1.32046,0.656065,0.328265,3,7,0,3.02834,45.7142,128.385
0.0649563,0.996011,0.328265,3,7,0,1.94293,49.4673,46.91
0.55607,1,0.328265,3,11,0,-0.0440612,11.6312,9.51116
0.603054,0.8998,0.328265,2,7,0,1.33409,31.2869,30.2867
0.595596,0.43272,0.328265,2,3,0,2.44158,13.6722,24.2563
0.44622,0.98516,0.328265,2,7,0,-0.337572,10.0372,22.5891
-0.203786,0.939418,0.328265,3,7,0,1.81632,13.6504,45.3778
-0.0400309,1,0.328265,2,3,0,0.261348,12.7478,39.3014
0.328584,0.90321,0.328265,1,3,0,0.202939,18.9158,37.1014
-0.0122075,0.887931,0.328265,2,3,0,0.828425,40.1261,21.9319
-1.26545,0.398607,0.328265,3,9,0,2.16629,1.7532,24.2592
-0.396043,0.732535,0.328265,3,11,0,1.90235,2.01622,3.77714
0.11674,0.961077,0.328265,2,7,0,2.32719,4.81758,15.812
-0.927845,0.938225,0.328265,3,11,0,1.10742,3.6257,2.26466
-0.580719,0.451599,0.328265,2,3,0,2.05739,1.64593,3.1709
-0.301409,0.994983,0.328265,3,7,0,0.96447,2.16012,5.19916
-1.21665,0.911374,0.328265,3,7,0,1.45716,0.872101,8.19024
-0.327014,0.999928,0.328265,3,7,0,1.65691,2.57674,12.5546
0.151169,0.333333,0.328265,2,3,0,6.7737,20.9581,11.7618
0.506771,1,0.328265,2,7,0,-0.0629274,7.27631,14.5004
0.358035,0.950366,0.328265,4,15,0,0.985357,5.71628,6.84019
0.460881,0.996764,0.328265,4,15,0,0.153988,6.2144,8.29599
0.215464,0.956515,0.328265,2,7,0,1.51694,12.8463,32.8863
0.31533,0.985424,0.328265,3,15,0,0.61192,7.58803,6.50568
-2.47029,0.680002,0.328265,3,7,0,2.87105,0.224076,4.7311
-2.01273,0.999955,0.328265,3,7,0,2.79349,0.39245,8.25405
-2.51598,0.980726,0.328265,3,7,0,4.53976,0.725172,32.1241
-4.42735,0.959032,0.328265,2,3,0,4.73287,0.776802,99.8752
-1.83878,0.8,0.328265,2,5,0,4.6928,1.52581,33.5998
-0.497052,1,0.328265,2,7,0,2.05199,1.93146,9.82891
-0.422319,0.996854,0.328265,3,7,0,1.03262,2.42649,13.4331
0.146549,0.996641,0.328265,1,3,0,0.834331,4.04148,10.8675
-0.395402,0.993385,0.328265,2,5,0,0.488068,3.08111,17.831
0.022599,0.996548,0.328265,2,3,0,0.616364,4.79292,17.83
0.0191631,0.99974,0.328265,2,3,0,0.158535,4.12755,14.8136
-0.0180659,0.85373,0.328265,3,7,0,0.907615,3.23041,9.80451
-0.143719,0.999917,0.328265,3,7,0,0.2727,2.62881,7.30156
-0.345449,0.973547,0.328265,2,7,0,0.554167,2.45968,11.922
-0.2393,1,0.328265,2,3,0,0.345557,2.69219,11.4012
-0.859263,0.982629,0.328265,2,7,0,1.43359,1.15342,3.64011
0.298404,0.989654,0.328265,3,9,0,1.13746,11.1921,28.186
0.655584,0.983106,0.328265,4,15,0,0.164264,12.1903,20.5442
-1.00008,0.961524,0.328265,4,15,0,1.09966,0.988546,3.65599
-0.512896,0.999426,0.328265,3,7,0,1.14543,2.20193,2.57401
-0.82935,0.980422,0.328265,2,3,0,1.37885,1.46263,1.95194
-0.0246396,0.997796,0.328265,3,7,0,0.879307,3.30371,4.7273
-1.49517,0.92412,0.328265,3,7,0,1.64122,0.588246,3.63085
-2.55966,1,0.328265,2,3,0,3.39029,1.61079,0.78312
-2.922,1,0.328265,3,7,0,3.08249,0.136512,1.00753
-0.177299,0.92591,0.328265,3,11,0,4.98226,48.7798,26.998
0.328951,0.999582,0.328265,4,15,0,0.0163322,10.7897,26.76
-0.0878137,0.966006,0.328265,2,3,0,0.239765,44.8879,24.7904
0.302834,1,0.328265,3,7,0,0.0779888,6.41467,17.3299
0.213469,0.901906,0.328265,2,7,0,1.92953,4.13639,8.44111
0.187646,0.998839,0.328265,3,7,0,-0.104036,6.53672,5.57459
0.291114,1,0.328265,3,7,0,-0.165447,5.30527,6.25491
0.130848,0.993116,0.328265,1,3,0,0.00521413,3.92327,5.71612
0.133205,0.998581,0.328265,4,15,0,0.216139,5.65913,5.11813
0.196502,0.99959,0.328265,4,15,0,-0.139402,5.59764,5.4408
0.160477,0.999813,0.328265,3,7,0,0.0433928,4.00927,6.0761
0.460538,0.998476,0.328265,3,11,0,-0.0676667,34.968,36.8356
-0.569455,0.249902,0.328265,2,3,0,2.07541,16.0754,61.3172
-0.131327,1,0.328265,3,7,0,0.929673,20.8845,10.6758
0.617934,1,0.328265,1,1,0,-0.175077,15.9171,12.0725
0.617934,0.195927,0.328265,3,7,0,2.75138,15.9171,12.0725
-0.0660137,1,0.328265,3,11,0,0.119092,46.8243,57.3507
0.0251385,1,0.328265,2,3,0,0.0641888,44.7094,53.9254
-1.29042,0.582804,0.328265,3,7,0,2.61738,4.76403,48.3434
-0.531221,0.846337,0.328265,3,11,0,2.27967,1.92831,10.7061
-0.690499,0.995407,0.328265,2,7,0,1.15173,2.60599,20.5364
0.579605,0.999873,0.328265,2,3,0,0.663845,8.15199,14.7272
-2.18407,0.75591,0.328265,3,15,0,3.2913,0.292003,3.53133
-3.88148,0.813161,0.328265,3,15,0,5.70713,0.0520721,0.442525
-4.65928,0.471145,0.328265,3,7,0,6.49833,0.125884,0.0689236
-5.06047,0.919415,0.328265,3,7,0,5.4253,0.0159581,0.186713
-5.23222,0.662445,0.328265,2,7,0,8.06873,0.0136014,0.0768121
-4.26403,0.314199,0.328265,3,15,0,7.08846,0.0391807,0.0852966
-3.87875,0.992171,0.328265,3,7,0,4.65402,0.131619,0.0964069
-4.64457,0.951118,0.328265,2,7,0,5.20227,0.0271789,0.0554064
-6.17381,0.994532,0.328265,3,7,0,6.82419,0.00764824,0.00875484
-3.92593,0.988099,0.328265,3,15,0,7.58714,0.0527431,0.146715
-0.622922,0.820448,0.328265,4,15,0,10.0437,3.70865,2.6293
-0.0792088,1,0.328265,3,7,0,0.750194,2.81729,6.59208
0.600387,0.997193,0.328265,3,7,0,0.130376,9.74039,17.9473
0.534461,0.996588,0.328265,2,3,0,-0.426248,23.8385,16.004
0.307267,0.98969,0.328265,2,7,0,-0.292573,15.9692,34.6653
0.332489,0.998493,0.328265,3,7,0,-0.132057,18.3036,11.3012
0.365116,1,0.328265,3,7,0,-0.352658,8.69868,21.8315
0.484672,1,0.328265,1,1,0,-0.370848,9.39961,20.4022
0.810923,1,0.328265,2,3,0,-0.512307,16.2106,16.3566
0.621474,0.95506,0.328265,2,7,0,-0.359533,11.549,20.5774
0.799792,0.956692,0.328265,1,3,0,-0.333919,17.935,16.8037
0.755659,0.996124,0.328265,2,7,0,-0.722602,17.1351,22.4988
0.774681,0.99944,0.328265,3,7,0,-0.720021,15.5531,20.3289
0.799222,0.999198,0.328265,2,3,0,-0.755159,20.4082,19.7629
0.282787,0.941305,0.328265,3,11,0,-0.113603,8.3577,6.58907
0.316678,0.972149,0.328265,2,3,0,-0.00384183,6.14153,6.28253
0.232405,0.956903,0.328265,2,3,0,0.134748,7.86805,6.19097
0.214088,0.728432,0.328265,2,3,0,0.724262,4.97662,5.6315
0.0178006,0.99202,0.328265,3,15,0,0.624499,41.0119,55.6952
0.386589,0.960291,0.328265,1,3,0,1.01589,22.4903,38.0945
0.632048,0.999665,0.328265,2,7,0,-0.227411,20.3433,29.0249
0.490537,0.949683,0.328265,3,7,0,-0.047852,33.8383,35.8196
-0.167253,0.840766,0.328265,3,7,0,2.45223,52.1953,58.6922
-1.17523,0.688119,0.328265,1,1,0,1.21415,81.9683,50.3129
0.0154958,0.982013,0.328265,3,7,0,1.20218,8.48622,29.3334
0.11775,1,0.328265,3,7,0,-0.0404853,9.59158,29.4402
0.56322,0.989115,0.328265,3,9,0,0.354181,7.36788,12.5374
-0.426243,0.973677,0.328265,3,11,0,1.3426,1.88639,6.42113
-0.653409,0.950787,0.328265,2,7,0,1.00638,1.93071,13.6324
0.056942,0.999833,0.328265,3,7,0,0.582347,6.96321,5.22173
0.056942,0.849773,0.328265,1,1,0,0.21021,6.96321,5.22173
0.550052,0.949883,0.328265,3,7,0,0.323791,8.08502,15.5489
0.294462,0.990892,0.328265,2,3,0,-0.231085,6.15116,16.6718
0.0574298,0.96571,0.328265,2,5,0,0.093337,6.04185,21.6617
-0.71351,1,0.328265,2,7,0,1.7489,55.8023,26.8191
0.607971,0.875493,0.328265,2,7,0,2.52877,22.0236,15.6456
0.778853,1,0.328265,2,7,0,-0.593728,17.0676,15.3552
-0.142752,0.839527,0.328265,3,15,0,0.424906,31.0648,15.5568
0.597775,1,0.328265,3,7,0,0.0783545,9.44102,17.393
0.212095,0.969206,0.328265,3,7,0,0.233877,19.6052,11.3643
0.212095,0.151757,0.328265,2,3,0,1.5729,19.6052,11.3643
0.212095,0.135404,0.328265,2,3,0,1.72041,19.6052,11.3643
0.706071,0.866151,0.328265,2,3,0,0.374275,9.945,14.1053
0.578499,0.996095,0.328265,3,7,0,-0.487503,7.44763,11.9391
0.296563,0.974784,0.328265,3,7,0,0.0261419,22.6703,13.3949
0.172454,1,0.328265,3,15,0,0.149148,4.15568,10.79
0.164426,0.998424,0.328265,3,7,0,0.010916,4.72128,14.22
-0.415883,0.881246,0.328265,3,11,0,0.846002,1.89086,5.71974
-0.171232,0.994064,0.328265,3,11,0,1.95228,55.884,35.9377
0.155835,0.761853,0.328265,2,3,0,0.933965,10.1167,29.6092
-0.813413,0.986294,0.328265,3,7,0,1.10832,4.13596,32.7387
0.39421,0.432297,0.328265,3,7,0,1.80015,8.91815,7.37253
-0.148993,0.90097,0.328265,4,15,0,1.11985,3.77578,3.69445
0.00782495,0.89853,0.328265,2,3,0,0.922246,3.15097,6.3702
0.0398928,1,0.328265,1,1,0,-0.00265632,3.3004,6.22384
-0.100675,0.660971,0.328265,2,3,0,0.933627,6.95916,4.78774
-8.66092,0.22065,0.328265,3,7,0,9.42067,0.913885,917.247
-3.65702,0.799985,0.328265,2,5,0,10.568,5.46665,182.163
-2.52831,1,0.328265,3,7,0,3.84153,4.8594,96.2289
-3.48059,0.997903,0.328265,3,7,0,4.84534,20.3241,310.446
-4.04566,0.603007,0.328265,4,17,0,4.88525,0.045358,3.69012
-0.522593,0.81413,0.328265,3,15,0,4.30947,1.89142,9.97895
-0.521727,0.967311,0.328265,2,7,0,1.16191,3.37468,22.2476
-0.295013,0.992519,0.328265,2,3,0,0.939572,4.7831,24.5209
-1.46667,0.990186,0.328265,3,15,0,1.98486,3.34312,1.78983
-0.731751,1,0.328265,1,1,0,1.24109,2.95619,2.22494
-0.40457,0.632916,0.328265,2,3,0,1.71393,1.98615,3.8192
0.473228,0.995986,0.328265,3,7,0,0.677485,6.55748,8.09442
0.0583589,0.967472,0.328265,3,7,0,0.0663498,4.51594,15.8101
-0.402249,0.911231,0.328265,2,7,0,0.550644,4.59534,25.9782
-0.85588,0.998116,0.328265,2,3,0,1.01475,3.10984,27.5364
-1.02821,0.998649,0.328265,2,7,0,1.38141,1.81163,20.1129
-1.30753,0.856169,0.328265,2,7,0,2.58867,0.766491,7.03351
-1.53223,0.999994,0.328265,2,3,0,1.62626,0.586317,5.53144
-1.66924,0.879381,0.328265,2,7,0,2.19394,0.553615,8.23733
-0.903115,0.946636,0.328265,3,7,0,1.86722,9.16974,4.43732
-0.263009,1,0.328265,3,7,0,0.693569,2.63742,11.5138
-0.78053,0.916167,0.328265,4,15,0,1.85846,2.61911,22.468
-0.578932,1,0.328265,3,7,0,0.93941,2.37542,16.3852
-0.433825,0.996824,0.328265,2,3,0,0.890551,2.77534,16.5171
0.635977,0.756835,0.328265,2,3,0,0.804975,12.0055,10.4464
-0.7766,0.504231,0.328265,3,11,0,3.05697,16.7607,70.3072
-0.158889,0.829588,0.328265,3,7,0,0.865177,22.1274,55.3613
0.0119782,0.948858,0.328265,1,3,0,0.8661,44.0747,54.9008
0.411512,0.99818,0.328265,2,3,0,0.0261343,29.6177,39.9587
0.328041,0.994546,0.328265,2,3,0,-0.227619,39.1388,41.5156
0.755791,0.987865,0.328265,2,7,0,0.243119,12.3347,12.8132
0.710385,0.990537,0.328265,2,7,0,-0.392928,25.3875,26.7512
0.710385,0.102726,0.328265,1,1,0,1.44864,25.3875,26.7512
