# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = mean_sd_model
# start_datetime = 2024-02-24 12:01:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = mean_sd_data.json
# init = 2 (Default)
# random
#   seed = 3794250660 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mean_x,mean_y,sigma_x,sigma_y
# Adaptation terminated
# Step size = 0.362684
# Diagonal elements of inverse mass matrix:
# 0.207654, 0.16358, 0.207514, 0.240474
0.564574,0.997361,0.362684,3,7,0,0.60396,2.03456,4.30843,0.609882,0.319738
0.517112,1,0.362684,3,7,0,-0.153627,2.06893,4.02169,0.695959,0.698752
-0.722308,0.967724,0.362684,2,3,0,0.841164,2.26548,4.09256,0.885296,0.923018
-1.02579,0.995104,0.362684,3,7,0,1.85994,1.92603,3.64159,0.495244,0.713159
-1.36976,0.871745,0.362684,3,7,0,3.40441,2.3415,4.09059,0.470422,1.13689
-0.421501,1,0.362684,3,7,0,2.04736,1.80229,4.19632,0.760791,0.282077
-0.118933,1,0.362684,2,3,0,0.523435,1.84313,4.18791,0.715502,0.288627
0.383963,0.888663,0.362684,2,3,0,1.22773,1.95754,4.24487,0.602656,0.297744
-0.330127,0.92455,0.362684,3,7,0,2.30146,2.33787,4.18922,0.384816,0.579193
-2.81671,0.844474,0.362684,3,7,0,5.47795,1.84968,4.18157,0.542935,0.214174
0.880105,1,0.362684,2,3,0,2.90065,2.25857,4.27426,0.631039,0.614896
0.486235,0.956375,0.362684,2,7,0,1.14308,2.02387,4.21633,0.619109,0.784329
0.600307,0.982923,0.362684,2,7,0,0.452602,2.26198,4.31583,0.624598,0.339783
-0.392461,0.968705,0.362684,3,7,0,1.04964,2.08539,4.04912,0.711746,0.983364
-0.320579,0.931569,0.362684,3,7,0,2.92424,1.83582,4.0426,0.423814,0.632011
-0.86336,0.810687,0.362684,3,7,0,2.69939,2.49281,4.09386,1.11791,0.699562
0.300139,0.980609,0.362684,2,7,0,2.3292,1.88148,4.15859,0.978633,0.521579
0.300695,0.97645,0.362684,3,7,0,0.781567,1.85427,4.27786,0.850503,0.616179
-0.726984,0.940796,0.362684,3,7,0,2.32815,2.09746,3.71115,0.473101,0.952433
-2.6845,0.887017,0.362684,2,7,0,4.38243,2.17735,3.50321,0.341323,0.944995
-0.720624,0.978668,0.362684,2,7,0,3.67491,1.99383,4.17061,0.7578,1.05107
-2.85832,0.946018,0.362684,3,7,0,3.91439,2.49334,3.65553,1.3117,0.632842
-2.6998,0.997564,0.362684,3,7,0,4.1712,1.45628,4.61342,0.748795,0.461458
-3.20272,1,0.362684,3,7,0,4.1085,2.67075,3.74573,0.539547,0.538352
-0.273478,1,0.362684,2,3,0,3.42787,2.37184,3.83725,0.62091,0.552332
-0.41744,0.965442,0.362684,2,7,0,1.46647,1.91029,4.59843,0.75278,0.593454
0.286526,0.986916,0.362684,3,7,0,0.87079,1.82105,4.0099,0.789645,0.437653
-1.86379,0.944058,0.362684,3,7,0,3.41484,1.70692,3.86442,0.59101,1.11818
0.904517,0.981254,0.362684,2,7,0,2.1629,2.14601,4.07556,0.765013,0.509829
-0.103316,0.978617,0.362684,3,7,0,0.544803,2.04845,4.08272,1.14095,0.462897
1.28885,0.981957,0.362684,3,7,0,0.812217,2.09251,4.19864,0.666285,0.394528
1.23435,0.987728,0.362684,3,7,0,-0.815902,2.27794,4.18434,0.583487,0.429234
0.324446,0.946526,0.362684,2,3,0,-0.224358,2.36741,4.32979,0.594124,0.349837
-1.38522,0.885709,0.362684,3,7,0,3.78853,1.83894,4.15781,0.340873,0.547707
0.805208,0.939295,0.362684,3,7,0,3.68712,1.79166,4.16088,0.673892,0.45104
0.78431,0.984932,0.362684,3,7,0,-0.0424777,2.36634,4.21605,0.617334,0.560979
-1.43456,0.792856,0.362684,2,3,0,3.19558,2.07691,4.13456,0.282872,0.423515
0.634061,0.786169,0.362684,3,7,0,3.15467,2.08151,4.35509,0.801261,0.410876
-0.229146,0.914261,0.362684,3,7,0,1.55363,1.76351,3.99142,0.486167,0.495342
1.06192,0.97379,0.362684,2,3,0,0.798117,2.26821,4.32226,0.606386,0.441564
1.2435,0.982808,0.362684,2,7,0,-0.556656,2.1462,4.25955,0.691486,0.455635
1.25016,0.968401,0.362684,2,7,0,-0.296151,2.10752,4.17316,0.623352,0.558757
0.711208,0.962474,0.362684,3,7,0,0.232876,2.05264,4.25236,0.381122,0.409927
0.830385,1,0.362684,3,7,0,-0.577059,2.13165,4.11952,0.805872,0.539001
0.81827,0.971848,0.362684,3,7,0,0.467252,2.34979,4.11965,0.740999,0.447391
0.886309,0.996137,0.362684,3,7,0,-0.521393,2.27572,4.06102,0.705667,0.483544
-0.519064,0.962951,0.362684,3,7,0,0.748042,2.18591,4.17254,0.955469,0.833391
0.42189,0.984135,0.362684,3,7,0,1.33245,2.26458,4.21138,0.460525,0.315719
0.650531,0.947499,0.362684,3,7,0,1.23495,2.0255,4.18463,0.848922,0.358889
0.494909,0.954798,0.362684,3,7,0,-0.11432,2.14406,4.33525,0.397657,0.613717
-0.103026,0.935264,0.362684,3,7,0,1.57813,2.05343,4.04289,0.994853,0.374301
0.845735,1,0.362684,2,7,0,0.686127,1.92566,4.32489,0.476799,0.522486
-3.33779,0.651692,0.362684,3,7,0,4.94399,2.03237,3.96304,2.15025,0.76477
-4.95937,0.993461,0.362684,3,7,0,5.34433,2.03563,3.72848,2.33392,1.07862
-1.92687,0.967465,0.362684,3,7,0,7.30442,2.27372,4.40945,1.16805,0.309459
0.100955,0.816641,0.362684,3,7,0,4.4855,1.91635,4.06357,0.807868,0.722908
0.1968,0.995134,0.362684,3,7,0,0.593316,2.43489,4.1836,0.590024,0.653559
0.536039,0.977435,0.362684,3,7,0,1.47418,1.93355,4.09232,0.68566,0.337225
0.763266,1,0.362684,3,7,0,0.0617017,2.33659,4.32308,0.53323,0.42078
0.567902,0.96006,0.362684,3,7,0,0.394604,1.77578,4.09226,0.613021,0.518464
1.28274,0.951134,0.362684,2,3,0,0.214838,2.09524,4.0695,0.537882,0.441974
0.344679,0.908594,0.362684,3,7,0,1.6754,1.98589,4.15604,0.543989,0.820122
0.137547,0.915508,0.362684,4,15,0,3.66314,2.28057,4.1597,0.543054,0.830307
-0.697932,0.96813,0.362684,3,7,0,1.0032,1.81133,4.18379,0.583453,0.266261
0.368912,0.974844,0.362684,3,7,0,1.98812,1.97677,4.21408,0.620412,0.800303
0.00713572,0.970835,0.362684,3,7,0,0.560131,2.44243,4.18884,0.853051,0.329083
0.720386,0.979066,0.362684,2,7,0,0.528291,2.36423,4.18719,0.594034,0.355208
0.355465,0.978663,0.362684,3,7,0,0.223842,1.77971,4.23696,0.776524,0.604956
-1.07769,0.961012,0.362684,3,7,0,1.68722,1.81001,3.9341,1.0377,0.388952
-0.0826087,1,0.362684,3,7,0,1.92009,2.51051,4.40553,0.760734,0.49578
0.567356,0.997569,0.362684,3,7,0,0.797694,2.0484,4.3575,0.842817,0.531618
0.149014,0.962977,0.362684,3,7,0,2.00162,1.95273,4.42683,0.54369,0.79592
0.167333,0.989712,0.362684,3,7,0,0.696009,2.09276,4.06404,0.95608,0.381802
0.781039,0.936891,0.362684,2,3,0,0.816302,2.39596,4.23022,0.725621,0.466781
-0.341383,0.978449,0.362684,3,7,0,0.599357,2.28572,4.17992,1.26484,0.434961
-0.147924,0.911436,0.362684,2,7,0,1.95913,2.33018,4.53847,0.667115,0.688299
0.703321,0.923569,0.362684,3,7,0,2.29092,1.77016,4.25383,0.645665,0.432076
-3.33353,0.719241,0.362684,3,7,0,5.11506,2.86889,4.13857,2.60106,0.456757
-0.719607,0.900904,0.362684,3,15,0,5.10463,2.01749,3.79504,0.384612,0.722582
-1.80077,0.954914,0.362684,3,7,0,2.78259,2.2152,4.87337,0.606148,0.650266
-1.33723,0.854781,0.362684,3,7,0,3.98562,2.04144,4.7664,0.457645,0.578581
0.174718,1,0.362684,3,7,0,1.38585,2.19114,3.986,0.656389,0.80372
0.330678,0.991934,0.362684,3,7,0,0.58714,1.9593,4.31202,0.751843,0.716388
-3.97801,0.90031,0.362684,2,3,0,4.05798,1.66741,3.52836,1.03377,0.544959
-5.49373,0.99701,0.362684,3,7,0,6.1943,3.03418,5.00483,0.885469,0.822418
-1.74115,0.989145,0.362684,3,7,0,6.2774,1.97941,4.22525,1.47749,0.78155
-0.0440709,0.987402,0.362684,3,7,0,3.09075,1.90928,4.3462,0.942911,0.368071
-0.750013,0.967545,0.362684,3,7,0,2.05952,2.02669,4.21789,0.524355,1.17224
-0.0345198,0.986878,0.362684,3,7,0,1.61575,2.18016,4.0025,0.715968,0.336262
-3.64045,0.648395,0.362684,3,7,0,4.12799,2.50259,4.78418,1.16678,1.41249
-0.312096,0.982865,0.362684,3,7,0,4.34295,1.76663,4.02104,0.590935,0.344078
-1.49167,0.963203,0.362684,3,7,0,1.71418,2.5735,4.48217,1.0323,0.811499
-0.372113,0.996264,0.362684,3,7,0,2.17429,1.69395,4.00353,0.551843,0.429061
-0.124864,0.973787,0.362684,2,7,0,2.11719,1.79444,4.17252,0.780373,0.760045
-2.25638,0.957439,0.362684,3,7,0,2.89417,1.98409,4.78015,1.02588,1.0572
-2.31533,0.999728,0.362684,3,7,0,3.53924,2.08426,4.99672,0.578399,1.47423
0.504601,0.926085,0.362684,3,7,0,4.35112,2.4344,4.0904,0.739592,0.501386
-1.78253,0.883213,0.362684,2,3,0,2.47015,2.65287,4.2959,0.790641,0.276732
-1.78253,0.0828159,0.362684,1,1,0,5.63831,2.65287,4.2959,0.790641,0.276732
-0.104665,0.702958,0.362684,3,7,0,4.88757,2.14051,4.0801,1.11854,0.415564
-0.466447,0.947284,0.362684,3,7,0,1.25492,1.90238,4.4563,1.00461,0.450148
0.544018,0.975565,0.362684,3,7,0,1.86143,2.10205,4.00189,0.402283,0.560366
-0.833781,0.92468,0.362684,2,3,0,1.16888,1.9721,3.9112,0.349964,0.629335
-1.0484,0.997638,0.362684,3,7,0,2.17444,1.83726,4.39995,1.30625,0.426455
-0.423025,0.998133,0.362684,2,3,0,1.13809,1.79355,4.27598,1.23652,0.448248
-4.59828,0.820945,0.362684,3,7,0,5.12904,2.7999,3.60816,0.642005,1.27691
-2.92243,0.988377,0.362684,3,7,0,6.29866,1.6884,3.90152,1.93044,0.661495
1.27316,0.996552,0.362684,3,7,0,4.32012,2.14424,4.15443,0.48858,0.380575
-0.253239,0.702533,0.362684,3,7,0,2.81033,2.28967,4.46801,0.937735,0.587369
-0.182655,0.988986,0.362684,3,7,0,1.18802,1.8735,4.35227,0.393037,0.442522
0.607369,1,0.362684,2,3,0,0.805069,2.34809,4.33409,0.506013,0.42814
0.349852,0.902898,0.362684,3,7,0,0.72091,1.9217,4.27845,0.935062,0.551442
0.0736007,0.989403,0.362684,3,7,0,0.356866,2.22325,4.00219,0.969836,0.493225
0.0172092,0.992966,0.362684,3,7,0,0.789907,1.78284,4.3674,0.657,0.358192
-0.962415,0.867518,0.362684,3,7,0,4.02882,1.64808,4.40087,1.21988,0.527736
0.18294,0.994674,0.362684,3,7,0,1.65881,2.46247,4.01987,0.769966,0.50059
-0.276706,0.938632,0.362684,3,7,0,2.41776,1.95819,3.82009,0.757805,0.694931
-3.77357,0.817391,0.362684,3,11,0,4.16866,2.20738,5.42953,0.437988,1.26009
-1.29065,0.995778,0.362684,3,7,0,4.19848,2.11217,4.79469,0.580162,1.12444
-2.7712,0.802855,0.362684,3,7,0,7.58038,1.97193,4.79479,1.27346,0.70134
-1.85405,0.986429,0.362684,3,7,0,3.68328,2.0791,3.61359,0.70243,0.531505
-1.08115,1,0.362684,3,7,0,2.07804,2.01459,4.75527,0.643445,0.60535
-1.34181,0.810561,0.362684,3,7,0,4.8223,1.71015,4.58157,0.564301,0.8434
0.727806,1,0.362684,3,7,0,2.10058,2.03671,4.29532,0.715427,0.346438
1.08611,1,0.362684,3,7,0,-0.383943,1.95499,4.21217,0.718169,0.503446
-1.24271,0.884167,0.362684,2,3,0,2.01186,2.39073,3.85693,0.468024,0.420936
-1.24271,0.368821,0.362684,1,1,0,3.63162,2.39073,3.85693,0.468024,0.420936
0.994657,0.984227,0.362684,2,3,0,1.72875,2.03923,4.06772,0.436265,0.443837
1.24198,0.834517,0.362684,3,7,0,2.60957,2.0586,4.29603,0.464291,0.461156
-2.53463,0.745492,0.362684,3,7,0,3.17195,2.72251,4.17555,1.91112,0.652994
-1.94243,0.980677,0.362684,3,7,0,3.37881,2.74837,4.54121,1.17111,0.543294
-1.78505,0.942966,0.362684,3,7,0,3.9102,1.61789,3.69832,0.817912,0.772416
-1.96467,0.978664,0.362684,3,15,0,3.42247,1.42388,3.99248,1.43944,0.65074
-0.882155,0.977781,0.362684,3,7,0,3.30293,2.70199,4.21798,0.801083,0.327915
-1.05555,0.809096,0.362684,2,7,0,4.18697,1.53443,4.41321,0.844449,0.696665
0.780933,0.995831,0.362684,3,7,0,1.2437,2.16129,4.34514,0.651127,0.649423
0.0822818,0.954206,0.362684,2,3,0,0.353043,1.73186,4.3071,0.546587,0.565028
0.444754,0.990738,0.362684,3,7,0,0.493442,2.36546,4.17742,0.559801,0.328355
-0.261025,0.606987,0.362684,3,7,0,3.19585,1.85121,4.06216,0.60274,0.879248
-0.965004,0.882973,0.362684,2,7,0,5.04288,1.75429,4.04523,1.01611,0.322924
-1.47904,0.925409,0.362684,2,3,0,2.37565,1.76628,4.19895,0.949021,0.258612
-0.848452,0.66019,0.362684,3,7,0,3.6702,2.21543,3.94996,1.02717,0.798323
0.0580435,0.994098,0.362684,3,7,0,1.94049,2.18065,4.36499,1.01946,0.504187
0.436775,0.970347,0.362684,3,7,0,0.765494,2.1717,3.90194,0.512395,0.665568
-1.15344,0.946169,0.362684,2,7,0,1.62103,2.07256,3.73245,0.410461,1.02688
-1.32743,0.975199,0.362684,3,7,0,1.61179,1.95169,3.72778,0.437155,1.05313
0.166372,0.986243,0.362684,3,7,0,1.53409,2.20351,4.35085,0.736493,0.330306
-0.0168876,0.849485,0.362684,3,7,0,2.99968,1.73606,4.29105,0.986832,0.529474
-0.0402082,0.968111,0.362684,2,7,0,1.00625,1.81135,4.48819,0.704223,0.495326
0.267881,0.998503,0.362684,3,7,0,1.11684,2.31629,3.96026,0.785254,0.511609
0.150426,0.97296,0.362684,2,7,0,0.978914,2.06996,3.81478,0.578091,0.574478
-1.54545,0.933468,0.362684,2,7,0,2.71066,2.39147,3.82763,1.14223,0.770421
-1.44388,0.96507,0.362684,3,7,0,2.80868,1.91895,4.66424,0.422857,0.508069
-0.169223,0.709288,0.362684,2,3,0,4.86218,1.90039,4.53294,0.662886,0.46373
-0.474434,0.936337,0.362684,3,7,0,2.75706,2.66775,4.2559,0.923023,0.556607
0.713137,0.966456,0.362684,3,7,0,1.46068,2.18467,4.26704,0.877949,0.482486
-0.405802,0.932295,0.362684,2,7,0,1.60988,1.65755,4.03056,0.826789,0.664486
0.62937,0.98615,0.362684,3,7,0,1.38253,2.35539,4.09956,0.737628,0.386009
-0.446181,0.93412,0.362684,3,7,0,1.99702,1.82643,3.98906,0.806373,0.814023
-0.862251,0.967964,0.362684,3,7,0,2.72046,2.26665,4.17157,0.39514,0.918566
-0.256655,0.994801,0.362684,3,7,0,1.70143,1.84395,4.56927,0.598386,0.573498
-1.93866,0.973332,0.362684,3,7,0,2.81519,2.44169,4.32146,1.1607,1.009
-1.35883,1,0.362684,2,3,0,2.1369,2.43661,4.24192,1.05798,0.92097
-1.27264,0.98167,0.362684,3,7,0,2.99804,2.01989,4.03504,0.43245,1.23926
-1.34625,0.959038,0.362684,3,7,0,2.51898,2.26774,3.5852,0.731382,0.82297
-2.11615,0.960899,0.362684,2,7,0,4.47228,2.68361,4.04316,1.62559,0.656718
-0.162591,0.974556,0.362684,3,7,0,3.43349,2.55142,4.36689,0.812425,0.540867
-0.623053,0.919803,0.362684,3,7,0,3.34459,1.7907,4.56774,0.524802,0.589433
-0.85303,0.999573,0.362684,3,7,0,2.14605,2.09513,4.75765,0.457464,0.7955
-0.883995,0.970964,0.362684,3,7,0,2.11107,2.0748,4.11444,0.645949,1.19723
-0.548373,0.930086,0.362684,3,7,0,3.78124,2.35344,4.19581,0.41177,0.723204
0.100549,1,0.362684,3,7,0,1.10544,1.7176,4.04333,0.779375,0.570924
-1.98259,0.923583,0.362684,3,7,0,2.70304,1.95793,3.56674,0.96103,0.82284
-1.30775,0.976589,0.362684,3,7,0,3.56103,1.66647,4.21722,0.625118,0.966949
0.00873377,1,0.362684,2,3,0,1.41132,2.00282,4.34274,0.620761,0.89493
-2.38048,0.926365,0.362684,3,7,0,2.72144,1.58758,4.15987,0.645902,1.17838
-1.14163,0.976326,0.362684,3,7,0,3.3026,2.54766,4.41012,0.77976,0.335365
-2.61037,0.824474,0.362684,2,3,0,4.48433,2.92515,4.20802,0.670259,0.373001
-1.3139,0.71363,0.362684,3,7,0,6.69343,2.06128,4.21944,1.68302,0.466116
0.0653127,0.976156,0.362684,4,15,0,2.12146,2.27555,4.15724,0.374892,0.535451
0.6001,1,0.362684,3,7,0,1.09434,1.98529,4.32192,0.812515,0.385953
-0.476348,0.728182,0.362684,2,3,0,1.89169,1.96974,4.56246,0.749867,0.460847
0.928656,0.981585,0.362684,2,3,0,0.871341,1.98268,4.03432,0.673922,0.525207
-1.10523,0.871461,0.362684,3,7,0,1.73116,2.28436,4.72774,0.48873,0.893341
-4.03961,0.968257,0.362684,3,7,0,4.48644,1.77776,5.23474,0.827341,1.75274
-3.03079,0.889705,0.362684,2,7,0,5.50762,1.7273,5.0497,0.771829,0.915478
-1.15881,0.955793,0.362684,3,7,0,5.18232,2.62291,4.10721,0.559737,0.637287
0.522797,1,0.362684,3,7,0,1.81751,1.87712,4.13938,0.909431,0.428985
-0.88119,0.866065,0.362684,3,7,0,1.57819,2.32621,4.55824,0.876145,0.81821
-1.05765,0.960044,0.362684,3,7,0,2.61266,2.08095,4.46309,0.980508,0.911707
-3.17912,0.638985,0.362684,2,3,0,7.98013,2.16206,4.84518,0.946522,0.535011
0.0444456,0.838157,0.362684,4,15,0,5.04044,2.23278,4.35164,1.02883,0.450858
-2.1459,0.876476,0.362684,3,7,0,3.33672,2.55125,4.61347,0.893269,1.06958
-1.2989,0.991361,0.362684,3,7,0,3.3196,2.54036,4.54034,0.731613,0.862937
-3.24484,0.929787,0.362684,3,7,0,5.0538,2.54759,4.15658,1.14073,1.42824
0.357283,0.991391,0.362684,3,7,0,3.62247,1.91561,4.14435,0.398301,0.5166
0.415995,0.900733,0.362684,3,7,0,1.76404,2.02256,4.392,0.7447,0.383968
0.919195,0.991785,0.362684,3,7,0,0.412575,2.17211,4.16433,0.639943,0.648473
1.20768,0.993868,0.362684,2,7,0,-0.697544,2.21851,4.09449,0.552765,0.511793
-1.02034,0.824612,0.362684,3,7,0,2.47238,2.29962,4.70777,0.530017,0.912385
-4.06456,0.650016,0.362684,4,15,0,8.3278,3.23166,4.53259,2.08406,0.678827
-5.56267,0.932145,0.362684,3,15,0,6.74084,2.54311,3.70596,2.68441,0.523656
-4.3713,1,0.362684,3,7,0,5.94312,2.62234,3.84937,2.6326,0.643461
0.347161,0.955749,0.362684,4,15,0,5.87251,2.02513,3.96217,0.435472,0.414788
-0.272182,0.940829,0.362684,2,7,0,2.03173,2.17249,3.83631,0.450009,0.82598
0.971312,0.969035,0.362684,3,7,0,0.973701,1.94328,4.32568,0.492159,0.513958
-0.718719,0.90875,0.362684,3,7,0,1.06887,2.36699,4.06535,1.22489,0.604476
0.415675,0.976846,0.362684,3,7,0,3.23913,2.38071,4.24738,0.850197,0.558924
-2.55918,0.948681,0.362684,3,7,0,2.7816,1.93153,3.80387,0.330622,0.968244
-0.528741,1,0.362684,3,7,0,3.19361,2.30388,3.85527,0.421508,0.616686
0.536968,0.976979,0.362684,3,7,0,2.47769,2.23024,4.34178,0.736105,0.651058
-0.00281723,0.972847,0.362684,3,7,0,1.39056,2.11184,4.02234,0.366324,0.382141
-1.09235,0.943256,0.362684,3,7,0,1.72794,2.13761,4.48477,0.90148,0.988584
-1.42754,0.986186,0.362684,3,7,0,3.47394,2.29611,4.81354,0.69136,0.922148
0.470879,0.943426,0.362684,2,7,0,2.88827,2.36433,4.35237,0.751849,0.560382
-0.697754,0.890003,0.362684,3,7,0,2.18517,2.43592,3.85403,0.549294,0.719685
-5.10904,0.925116,0.362684,3,7,0,5.23396,1.71854,4.7561,0.464912,0.403665
-2.89017,1,0.362684,1,1,0,5.18116,1.85138,4.70454,0.492461,0.416662
-0.36742,0.960856,0.362684,2,3,0,5.04362,2.23481,4.56379,0.60862,0.444019
-0.0837326,0.98859,0.362684,3,7,0,2.2128,1.8858,3.82935,0.595471,0.617242
-1.97674,0.859778,0.362684,3,7,0,2.78939,1.96895,4.89322,0.838244,0.838727
-2.85428,0.97345,0.362684,3,7,0,5.52954,1.84633,3.71737,0.921264,0.416496
-3.06944,1,0.362684,3,7,0,4.28423,1.65271,4.93289,0.990994,0.830161
-3.56215,0.961451,0.362684,3,7,0,5.42843,1.83183,4.95834,1.29174,0.952809
-0.606421,1,0.362684,2,7,0,5.33254,1.67198,4.36551,0.817942,0.746465
-1.74435,0.803561,0.362684,3,7,0,6.6813,1.96439,4.20726,1.0778,1.09238
-3.43621,0.977034,0.362684,3,7,0,4.45728,2.19768,5.25976,0.42447,1.00665
0.651913,0.97411,0.362684,3,15,0,4.89515,1.92642,4.14481,0.579193,0.693236
-0.0444068,0.950527,0.362684,3,7,0,0.583185,1.70815,4.35736,0.588429,0.576934
0.498248,0.904756,0.362684,2,3,0,1.86197,1.92735,4.43549,0.69664,0.473102
-0.932074,0.914934,0.362684,3,7,0,3.03437,2.74439,4.36208,0.942741,0.54822
-4.9043,0.816606,0.362684,3,7,0,5.55954,2.93623,4.5934,0.685347,0.400712
0.810359,0.989418,0.362684,3,7,0,6.04313,2.25762,4.28039,0.546478,0.644308
0.266115,0.96572,0.362684,2,7,0,1.14257,2.48155,4.23351,0.893903,0.482413
0.168987,0.983477,0.362684,3,7,0,0.348454,1.82939,4.29529,0.44314,0.400345
0.131332,0.994625,0.362684,3,7,0,1.72854,1.8086,4.19204,1.04073,0.481988
-0.127003,0.889575,0.362684,3,7,0,3.88707,1.92495,4.10817,0.368613,0.384441
-1.27995,0.937032,0.362684,2,3,0,1.58519,1.96331,4.02651,0.332584,0.345762
-0.439887,0.82819,0.362684,3,7,0,3.18685,2.28164,4.49632,0.931293,0.659475
0.79672,0.98139,0.362684,3,7,0,1.70258,1.97387,4.22359,0.404447,0.43766
1.1161,0.980395,0.362684,3,7,0,-0.174817,2.27987,4.21991,0.504603,0.412918
0.582904,0.969284,0.362684,3,7,0,-0.0439291,1.7955,4.20903,0.782036,0.536697
0.670137,0.932642,0.362684,3,7,0,1.39662,2.1511,4.3721,0.754815,0.582648
-1.82913,0.913856,0.362684,2,3,0,2.07385,1.6521,4.01086,0.532387,0.312718
0.836886,0.969794,0.362684,2,3,0,2.62646,1.82688,4.10332,0.595288,0.453994
-0.391117,0.888249,0.362684,3,7,0,0.976126,2.62005,4.1076,0.9864,0.532975
1.20361,0.975584,0.362684,2,7,0,1.29281,2.15091,4.16262,0.66052,0.543221
1.18868,0.968081,0.362684,3,7,0,0.150514,2.12748,4.16954,0.591226,0.353039
0.37987,0.97311,0.362684,3,7,0,-0.242568,1.93539,4.24223,0.840333,0.644725
-0.0918048,0.983773,0.362684,3,7,0,0.945387,2.10203,4.14953,0.465057,0.944781
-1.00402,0.966582,0.362684,3,7,0,1.79048,2.18431,3.8041,1.00536,0.551256
-0.35056,0.998444,0.362684,3,7,0,1.84485,1.89052,4.57487,0.513808,0.51378
-3.60153,0.60833,0.362684,3,7,0,5.48509,2.69103,3.44225,0.784371,1.19898
-3.98586,0.991312,0.362684,3,7,0,4.06087,2.74057,3.43216,0.730401,1.19256
-4.0062,0.946816,0.362684,2,3,0,5.08282,2.81854,3.53152,0.764287,1.12512
-6.14205,0.912027,0.362684,3,7,0,11.1902,1.77605,2.96436,0.685225,0.798483
-7.56187,0.779149,0.362684,3,7,0,9.57303,2.0536,2.96027,0.727076,0.682127
-0.235316,1,0.362684,3,15,0,8.64112,2.11246,3.81711,0.698462,0.797703
0.622539,0.996301,0.362684,3,7,0,0.645177,2.27864,4.15165,0.642681,0.685412
0.2685,0.986767,0.362684,3,7,0,0.239801,1.97464,3.9463,0.490133,0.404288
0.183351,0.992938,0.362684,3,7,0,0.862192,2.24226,4.19198,0.904448,0.6612
-1.35573,0.973546,0.362684,2,3,0,1.45777,2.36828,4.11966,1.30367,0.763461
0.768588,0.988517,0.362684,2,7,0,2.14317,2.21819,4.14369,0.862469,0.459337
0.608987,0.969869,0.362684,2,7,0,-0.011246,2.43602,4.12056,0.610284,0.446828
0.0304952,0.932699,0.362684,3,7,0,0.631531,1.70235,4.31132,0.550557,0.436496
-0.147641,0.978824,0.362684,3,7,0,1.67466,2.50635,4.42111,0.778269,0.514873
-1.30906,0.865882,0.362684,2,7,0,3.1119,2.38499,3.99306,1.14573,0.822248
-1.30601,0.996792,0.362684,3,7,0,2.41954,1.84473,3.85189,1.09551,0.771725
0.5685,0.976591,0.362684,3,7,0,3.29346,1.78433,4.29654,0.571844,0.4139
0.582067,0.955872,0.362684,3,7,0,0.834218,2.15949,4.32168,0.498083,0.74297
-2.50624,0.89977,0.362684,2,3,0,2.77115,2.10995,4.74862,0.472767,0.440179
1.29034,0.790197,0.362684,2,3,0,4.63346,1.96549,4.26714,0.580087,0.442925
-0.468672,0.883875,0.362684,2,3,0,1.0258,2.5945,4.17333,0.564755,0.414385
-0.323725,0.964335,0.362684,3,7,0,2.01603,2.48781,4.0324,0.506766,0.502525
-1.03243,0.963916,0.362684,2,3,0,1.3165,2.54368,3.96889,0.514702,0.451399
-2.23203,0.649246,0.362684,3,7,0,5.75257,1.97768,4.76748,1.1484,0.776353
-1.54981,0.988904,0.362684,3,15,0,3.56215,2.72383,4.39471,0.877093,0.787184
-3.95328,0.939733,0.362684,3,7,0,5.08099,1.86957,5.04559,1.27727,1.21398
-1.98879,0.984839,0.362684,3,7,0,5.48303,1.58211,4.17517,0.620472,1.01286
-0.264105,0.985877,0.362684,3,7,0,2.97516,2.18458,3.88182,0.687046,0.871111
0.911989,0.972911,0.362684,3,7,0,0.48393,2.07449,4.34828,0.556287,0.368668
0.21803,0.952462,0.362684,3,7,0,0.769478,1.81029,4.00084,0.598748,0.645669
0.580921,0.998738,0.362684,3,7,0,0.143274,2.3637,4.03739,0.571985,0.552535
-1.06453,0.845749,0.362684,3,7,0,2.53993,1.55202,4.29567,1.10594,0.684653
0.410427,0.998638,0.362684,3,7,0,1.52638,1.9663,4.14459,0.985945,0.426721
