# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = mean_sd_model
# start_datetime = 2024-02-24 12:01:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = mean_sd_data.json
# init = 2 (Default)
# random
#   seed = 3794250660 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mean_x,mean_y,sigma_x,sigma_y
# Adaptation terminated
# Step size = 0.362684
# Diagonal elements of inverse mass matrix:
# 0.207654, 0.16358, 0.207514, 0.240474
-1.36956,0.941372,0.362684,2,7,0,2.32717,1.82442,4.59376,0.912106,0.921218
-0.908917,0.945779,0.362684,3,7,0,4.2654,2.5671,4.26725,1.29071,0.374002
0.441158,0.970758,0.362684,3,7,0,2.7655,2.13401,4.3104,0.889906,0.581248
-0.403356,0.961205,0.362684,2,7,0,2.97506,2.07646,4.56944,0.38605,0.643956
-1.75076,0.836986,0.362684,2,3,0,3.06253,2.25037,4.4792,0.338454,0.857361
-3.40731,0.920771,0.362684,3,7,0,4.86726,1.818,4.07094,1.36989,0.249328
-1.30576,0.660079,0.362684,2,3,0,5.397,1.94543,4.27839,1.53304,0.36118
-3.45139,0.868342,0.362684,3,7,0,7.3549,2.17957,3.96095,0.256217,0.546418
-1.50676,1,0.362684,2,3,0,4.18648,2.16842,4.20112,0.285293,0.528875
0.677389,1,0.362684,2,3,0,1.94342,2.15522,4.1254,0.37888,0.456826
1.09398,0.885651,0.362684,3,7,0,1.25526,2.06414,4.21328,0.461243,0.35388
0.732385,0.894673,0.362684,3,7,0,-0.233807,2.09996,4.03196,0.627996,0.67821
-2.01116,0.78955,0.362684,3,7,0,5.60633,1.72693,3.8445,0.444752,0.847414
-1.71863,1,0.362684,3,7,0,2.55547,2.75766,4.31426,1.19548,0.322197
-0.729857,0.793139,0.362684,3,7,0,4.96387,2.05922,4.36799,0.705984,1.08565
0.61688,0.975398,0.362684,3,7,0,2.9682,2.11172,3.94002,0.62466,0.635421
0.686299,0.999431,0.362684,3,7,0,-0.353557,2.14233,4.39476,0.444091,0.413563
0.935483,0.918281,0.362684,3,7,0,0.93177,2.1052,4.18489,0.787931,0.538529
1.09085,0.969354,0.362684,2,7,0,0.206098,1.98865,4.06515,0.658261,0.477131
1.05082,0.989106,0.362684,3,7,0,-0.408863,2.27342,4.2902,0.684017,0.45507
-1.26671,0.902965,0.362684,2,7,0,2.38688,1.69824,4.58856,0.534028,0.62789
-3.07185,0.959851,0.362684,2,3,0,6.36117,2.317,3.83743,0.337092,0.392125
-5.80855,0.848882,0.362684,3,7,0,7.79941,2.15616,4.76359,2.91324,0.849703
-4.42801,0.972962,0.362684,3,15,0,6.75246,2.20796,4.41507,3.09751,0.594792
-0.184236,0.998911,0.362684,3,7,0,4.83218,2.40061,4.01009,0.451936,0.48158
-0.612335,0.993862,0.362684,3,7,0,1.48599,1.83234,4.44433,0.795971,0.855434
-2.28988,0.959286,0.362684,3,7,0,2.90662,2.55249,4.40503,0.82225,1.24836
-2.82976,0.979749,0.362684,3,7,0,4.38621,1.66288,3.67375,0.593113,0.484844
-7.45015,0.625452,0.362684,3,15,0,9.87264,3.83434,4.6305,2.86177,1.36883
-7.40938,0.964938,0.362684,3,7,0,9.04313,3.80295,4.73128,3.63983,0.600745
-6.52517,0.989964,0.362684,3,7,0,8.28246,4.13745,3.80697,2.87624,0.472996
-8.90383,0.593486,0.362684,3,7,0,10.4992,4.46108,4.97,2.77467,1.43758
-8.78033,0.943896,0.362684,2,7,0,13.9595,4.6517,3.64976,4.6838,0.893249
-5.7727,0.95574,0.362684,3,7,0,10.092,4.70414,4.20106,2.5866,0.537013
-6.03487,0.968382,0.362684,3,7,0,6.50951,4.66263,4.3158,2.30359,0.568725
-2.42005,0.977894,0.362684,3,15,0,7.03659,2.95072,4.18865,1.87289,0.368402
-1.90503,0.997771,0.362684,2,3,0,2.4926,2.83651,4.19878,1.65561,0.371647
0.0248188,0.921577,0.362684,3,15,0,3.28791,2.03139,4.09755,0.525935,0.924474
-0.970995,0.754827,0.362684,3,7,0,5.7712,1.59466,4.00104,0.629545,0.692185
-4.45663,0.806552,0.362684,2,3,0,5.71377,1.63267,3.58284,0.587874,0.466387
-0.514713,1,0.362684,2,3,0,4.55291,1.71654,3.9003,0.61867,0.474352
0.586799,1,0.362684,3,7,0,0.666388,2.00201,4.34414,0.841186,0.530151
0.291846,0.980305,0.362684,2,7,0,0.868824,2.39615,4.23123,0.843518,0.349953
0.315689,0.992701,0.362684,2,7,0,2.56873,2.24364,4.18006,0.37416,0.401312
0.315689,0.841956,0.362684,2,3,0,1.67847,2.24364,4.18006,0.37416,0.401312
0.302146,0.95958,0.362684,3,7,0,1.40009,2.21542,4.35063,0.915582,0.556636
1.13385,0.978405,0.362684,3,7,0,0.802242,1.96666,4.28282,0.499183,0.520164
1.04432,0.989815,0.362684,3,7,0,-0.330154,2.19725,4.30145,0.668818,0.553606
0.11867,0.981237,0.362684,3,7,0,-0.0266864,2.29156,4.43766,0.784155,0.652354
-2.37406,0.897437,0.362684,3,7,0,2.96986,1.27849,3.87591,1.05043,0.716722
-3.33058,0.952866,0.362684,3,15,0,5.2847,1.45616,3.53334,0.799172,1.01523
-4.04331,0.971215,0.362684,3,15,0,4.80353,1.31225,3.49173,0.978755,0.765861
-0.960331,1,0.362684,3,7,0,4.17228,1.741,4.50459,1.07395,0.581415
0.746631,0.96194,0.362684,3,7,0,2.78837,2.2818,4.03969,0.736966,0.480606
-1.30609,0.820543,0.362684,2,7,0,3.21185,2.43135,4.26023,0.74307,1.10047
-1.0101,0.993151,0.362684,3,7,0,2.7671,2.22041,4.10915,0.669036,1.19732
-2.34367,0.974893,0.362684,3,7,0,3.43964,1.98661,4.92256,0.877918,1.12915
-2.555,0.969048,0.362684,3,7,0,3.80891,2.28107,5.02071,0.688542,0.784821
-1.42609,0.99202,0.362684,2,3,0,2.82269,2.2246,4.81483,0.766319,0.784396
-1.05889,0.952969,0.362684,3,7,0,3.16753,2.31106,3.75666,0.693744,0.481955
0.202787,0.917302,0.362684,2,3,0,2.27356,2.40974,4.02565,0.834629,0.442696
0.148622,0.98944,0.362684,3,7,0,0.334702,2.22419,4.43476,0.807183,0.421288
0.607791,0.990655,0.362684,3,7,0,0.567374,2.25777,4.44415,0.635523,0.52588
-0.624913,0.904206,0.362684,3,7,0,2.04383,2.16309,3.89309,1.03855,0.628429
-0.341814,0.980014,0.362684,3,7,0,1.68265,2.07809,4.55826,0.387846,0.551148
-0.299365,0.940641,0.362684,2,3,0,1.51186,2.07729,4.41892,0.341659,0.491568
-2.82582,0.695536,0.362684,3,7,0,3.96761,1.84089,3.44167,1.00125,1.09168
0.085664,0.999897,0.362684,2,7,0,4.4123,2.16336,3.85624,0.614172,0.762398
-1.82693,0.919252,0.362684,3,7,0,2.64225,2.32977,3.73078,0.411202,0.513476
-3.40186,0.882027,0.362684,2,3,0,4.24462,2.44416,3.71312,0.367897,0.624962
-2.70024,1,0.362684,3,7,0,4.01087,1.4151,4.5642,1.50001,0.702871
-3.01398,0.437743,0.362684,3,7,0,8.42086,2.10376,4.7378,0.314265,1.1358
-0.0806132,1,0.362684,2,7,0,3.04632,2.11306,4.52236,0.477291,0.84165
0.11898,0.98348,0.362684,3,7,0,0.752558,2.12298,4.07819,0.519813,0.901882
-2.86664,0.783513,0.362684,3,7,0,3.50916,2.5417,4.18894,1.71287,0.275849
-0.567342,0.628139,0.362684,2,3,0,5.59546,2.05958,4.03192,1.25319,0.49094
-3.35273,0.923083,0.362684,3,7,0,4.7424,0.796439,4.08688,1.31906,0.646244
-2.9812,0.996684,0.362684,2,3,0,3.49449,0.85144,4.1399,1.339,0.613236
-2.04348,0.995797,0.362684,3,7,0,3.45538,1.19335,4.38353,1.36654,0.531762
0.0431346,0.996957,0.362684,3,7,0,2.3976,1.80637,4.00161,0.888189,0.551218
0.0662156,0.943518,0.362684,3,7,0,2.17584,2.25194,3.98225,0.406842,0.617261
-1.78829,0.772466,0.362684,3,7,0,3.89572,1.73226,3.9328,0.633801,1.19341
-1.54874,0.983575,0.362684,3,7,0,3.06178,1.81439,3.93551,1.04058,0.964816
-0.572593,0.972393,0.362684,3,7,0,3.70099,2.00365,4.02759,0.476376,1.05451
-1.03838,0.949372,0.362684,3,7,0,3.61233,2.07946,4.59738,0.720541,0.419897
0.990653,1,0.362684,2,3,0,2.67898,2.19336,4.23279,0.726078,0.368854
1.04457,0.985464,0.362684,3,7,0,-0.229147,2.04905,4.15475,0.636202,0.346115
-2.88832,0.754562,0.362684,3,7,0,4.629,2.68344,4.36391,0.490614,0.70707
-0.172323,1,0.362684,2,3,0,3.17201,2.03869,4.34753,0.934769,0.723778
-0.748978,0.954802,0.362684,3,7,0,2.16646,2.21949,3.74917,0.463353,0.914692
-0.268022,0.907106,0.362684,3,7,0,2.52878,1.83881,4.45429,0.935871,0.484926
-2.49711,0.984946,0.362684,3,7,0,2.93775,2.03702,4.00176,1.89617,0.387367
-1.51465,0.999346,0.362684,3,7,0,3.19576,1.86018,4.28307,1.43807,0.320604
-1.10837,0.948658,0.362684,3,7,0,3.8307,2.22441,4.4099,0.466208,1.18316
-0.465496,0.982003,0.362684,2,3,0,1.42237,2.09763,4.42719,0.518728,1.05412
0.526221,0.867232,0.362684,3,7,0,2.47184,1.88823,4.13842,0.772178,0.625917
-0.738007,0.953048,0.362684,3,7,0,1.44751,2.45462,4.28959,0.471187,0.323936
0.653802,0.702467,0.362684,2,3,0,4.24298,1.98414,4.037,0.611765,0.361666
-4.32624,0.765012,0.362684,3,7,0,4.97433,1.21399,4.2089,2.32348,0.924501
-1.97655,0.959426,0.362684,3,15,0,5.99743,1.9203,4.24734,1.73823,0.327849
-1.0264,0.962577,0.362684,3,7,0,5.64755,1.79165,3.9927,1.14038,0.72859
0.139918,0.973662,0.362684,3,7,0,2.7609,2.34983,4.33793,0.938138,0.549984
0.329148,0.938755,0.362684,3,7,0,2.83952,1.93978,4.34004,0.937294,0.490026
-0.966879,0.975185,0.362684,2,3,0,1.37458,1.91396,4.07779,0.971601,0.291639
-1.93484,0.998772,0.362684,3,7,0,3.27099,1.31222,4.32355,1.12571,0.738324
-0.461269,0.970827,0.362684,3,7,0,7.18646,2.68977,4.29991,0.832418,0.480642
0.336578,0.941301,0.362684,3,7,0,2.6047,1.98674,4.03424,0.814364,0.650531
-3.07802,0.919128,0.362684,3,7,0,3.47561,2.87915,3.7461,1.14108,0.910478
-3.8967,0.961936,0.362684,2,7,0,5.57341,3.12562,3.69119,1.33232,0.769513
-1.01628,0.980494,0.362684,2,7,0,4.94996,2.56132,3.95801,1.13194,0.591952
0.889936,1,0.362684,3,7,0,1.21742,2.21651,4.37359,0.679639,0.509174
1.19485,0.964206,0.362684,3,7,0,-0.134217,2.08195,4.11251,0.4547,0.51541
1.44646,0.963754,0.362684,1,3,0,-0.441678,2.04596,4.19825,0.557101,0.484966
-2.01436,0.853599,0.362684,2,3,0,2.52117,2.40231,4.38313,0.506097,0.270995
1.33134,0.97468,0.362684,2,3,0,2.93057,2.04202,4.15892,0.501859,0.391149
1.21709,0.989351,0.362684,3,7,0,-1.00744,2.10918,4.12875,0.654845,0.535425
-1.35054,0.866298,0.362684,2,3,0,1.79078,1.87107,3.72442,0.456012,0.535306
-1.61494,1,0.362684,3,7,0,3.91083,1.73481,3.91288,1.19915,0.804487
-1.29818,0.937388,0.362684,3,7,0,3.81296,1.70438,4.18034,0.970473,0.271529
-1.91372,0.413969,0.362684,3,7,0,6.40314,2.37023,4.17738,1.63355,0.708444
-0.533461,0.996312,0.362684,3,7,0,2.66365,2.05939,4.2128,0.885267,0.276032
-1.01735,0.664728,0.362684,4,15,0,6.18935,1.77573,4.13096,0.578221,0.266493
-0.594596,0.54242,0.362684,3,7,0,6.37758,2.16106,4.33326,0.44538,1.04732
-2.36982,0.965137,0.362684,3,7,0,3.55173,2.13774,3.7794,0.878175,1.4563
-2.16384,0.959707,0.362684,3,15,0,4.2841,2.51848,4.73668,0.690176,0.552936
0.769119,0.996497,0.362684,3,7,0,2.86121,1.99631,4.0175,0.443113,0.52356
-0.832967,0.770496,0.362684,3,7,0,2.2589,2.5258,4.32836,0.972006,0.326236
0.44741,0.994294,0.362684,3,7,0,1.05036,1.92761,3.99757,0.531827,0.688077
0.258398,0.96382,0.362684,3,7,0,1.48175,2.19718,4.45565,0.80745,0.562198
0.339611,0.939475,0.362684,2,7,0,2.61007,1.9518,4.37326,0.831837,0.400386
-0.113768,1,0.362684,3,7,0,0.572243,2.01518,4.02636,0.94092,0.686633
-0.22041,0.978416,0.362684,3,7,0,1.15254,2.31391,4.49298,0.455989,0.464557
-0.732656,0.97505,0.362684,2,3,0,0.971801,2.26607,4.57595,0.443946,0.462118
0.436368,0.978619,0.362684,3,7,0,2.47297,2.10303,3.86779,0.513872,0.596582
-1.71191,0.770096,0.362684,3,7,0,3.29304,1.46114,4.39692,1.00097,0.811197
-1.09862,0.974338,0.362684,3,7,0,3.91534,2.57225,3.93931,0.569028,0.656187
-3.81186,0.554675,0.362684,3,7,0,8.91512,0.662515,4.36526,1.40496,0.383323
-4.23524,0.952254,0.362684,3,7,0,4.61773,0.730652,4.43152,1.52769,0.356231
-2.11176,0.824032,0.362684,3,7,0,6.68523,1.92216,4.13245,1.25058,1.05224
-1.21531,1,0.362684,2,3,0,2.21255,2.06713,4.18518,1.11431,0.910156
-1.01978,0.963959,0.362684,2,7,0,5.2728,2.70908,4.22013,1.32738,0.409833
0.597781,0.952763,0.362684,3,7,0,2.7817,1.983,4.27679,0.400496,0.383818
1.0261,0.981472,0.362684,2,3,0,-0.17503,2.25994,4.16622,0.539387,0.358362
0.830687,0.977261,0.362684,3,7,0,-0.0259906,2.13863,4.18428,0.833772,0.38512
1.17298,0.971135,0.362684,3,7,0,-0.24627,2.17485,4.05922,0.529786,0.524158
-0.115797,0.885989,0.362684,2,7,0,1.42889,1.78864,4.01732,0.893539,0.628919
0.48954,0.989364,0.362684,3,7,0,0.958794,2.43171,4.30751,0.573955,0.439677
-2.32556,0.908766,0.362684,3,7,0,3.34874,1.97308,4.07576,0.615046,0.229175
-2.12564,0.99856,0.362684,3,7,0,4.01983,2.16095,4.46872,0.6645,1.61535
-1.78569,0.981689,0.362684,3,11,0,4.85348,2.24612,3.45551,0.681511,0.920724
-2.57223,0.937087,0.362684,2,3,0,3.39201,2.43301,3.39141,0.600044,1.02951
-2.00954,0.999375,0.362684,2,3,0,2.82527,2.22211,3.36309,0.57281,0.968989
-0.422951,0.954915,0.362684,2,7,0,2.97499,2.29918,3.78351,0.515781,0.736104
-2.97716,0.92546,0.362684,3,7,0,3.81391,1.80253,3.63401,0.849591,1.56763
-1.50464,0.981984,0.362684,3,7,0,3.81345,2.3208,3.72905,0.405332,0.601105
-2.68937,0.855185,0.362684,3,7,0,5.45428,1.73737,4.35355,2.19429,0.467781
-2.44364,0.968957,0.362684,3,7,0,4.41474,2.95758,4.08512,0.787963,0.649682
-1.48612,0.966739,0.362684,3,7,0,4.76719,1.87323,4.25119,1.57657,0.622762
0.595602,0.99479,0.362684,3,7,0,2.15537,2.11322,4.04389,0.389995,0.5303
-0.917509,0.818622,0.362684,3,7,0,2.18684,1.96451,4.74072,0.650891,0.866033
-0.353362,0.987849,0.362684,3,7,0,1.44313,2.26211,4.53474,0.741651,0.797104
-0.560089,0.96098,0.362684,3,7,0,2.11988,1.98701,3.7425,0.462184,0.575478
0.645053,0.985672,0.362684,3,7,0,1.46788,2.07962,4.28201,0.421387,0.658268
0.804173,0.985046,0.362684,3,7,0,-0.059312,1.996,4.38976,0.679779,0.555204
0.198925,0.91207,0.362684,3,7,0,1.84757,2.20617,4.39989,0.424555,0.700562
-0.36725,0.964402,0.362684,3,7,0,1.19345,2.01186,4.02854,0.615547,0.295185
-0.36725,0.310543,0.362684,2,3,0,3.81917,2.01186,4.02854,0.615547,0.295185
0.184243,1,0.362684,3,7,0,0.842521,2.07477,4.47296,0.537691,0.812564
-1.31099,0.966882,0.362684,3,7,0,1.51582,2.36723,4.63234,0.830069,0.937665
0.606155,0.99445,0.362684,3,7,0,1.7851,1.94677,4.23072,0.416919,0.564636
-1.2412,0.701781,0.362684,2,3,0,4.20363,2.15456,4.60403,0.434681,0.411875
-2.67163,0.921892,0.362684,3,7,0,4.98955,1.94377,4.45244,0.817272,1.66435
-0.219672,0.996605,0.362684,3,7,0,3.51417,2.35013,3.89815,0.57379,0.76627
0.629939,0.988678,0.362684,3,7,0,1.41513,2.09548,4.44415,0.530669,0.42145
0.373941,0.963888,0.362684,2,7,0,1.49729,1.87176,4.4591,0.574233,0.554653
-1.04931,0.849323,0.362684,3,7,0,3.32886,2.27864,3.71137,0.575747,1.02976
-1.29652,0.994751,0.362684,3,7,0,1.92512,2.19632,3.91108,0.801028,1.15576
-4.04054,0.952571,0.362684,2,3,0,5.16257,1.74821,3.58714,0.396149,1.27777
-1.46602,0.963125,0.362684,2,3,0,5.03237,2.023,3.71987,0.522558,1.30765
-0.0167921,0.963001,0.362684,3,7,0,1.9973,2.10611,4.33106,0.603527,0.292718
0.038045,1,0.362684,3,7,0,1.06886,2.27735,4.01296,0.860358,0.673355
0.121719,0.840466,0.362684,1,3,0,3.91822,2.51568,4.09418,0.857808,0.430979
-0.877526,0.938859,0.362684,3,7,0,1.191,2.59674,4.46736,0.927822,0.612254
-0.190399,0.981409,0.362684,2,7,0,3.17788,2.01944,4.50988,0.608362,0.891254
1.46499,0.999595,0.362684,3,7,0,0.41129,2.08071,4.24651,0.545785,0.447328
-0.0247853,0.923495,0.362684,2,3,0,0.116888,2.39725,4.16451,0.466496,0.339807
-0.0821714,1,0.362684,3,7,0,0.744116,1.78828,4.22442,0.574059,0.761691
-0.226676,0.966626,0.362684,3,7,0,2.16338,1.9029,4.49676,0.568474,0.835345
-0.840759,0.955361,0.362684,3,7,0,2.25905,2.25826,4.07063,0.333247,0.583659
-1.23155,0.818152,0.362684,3,7,0,2.71309,1.67828,4.23264,1.41856,0.344767
-1.83855,0.859968,0.362684,3,7,0,3.24919,1.75666,4.19515,1.71054,0.628708
-2.75491,0.973069,0.362684,3,15,0,3.06706,2.36506,4.16402,0.303463,0.368077
-1.40498,1,0.362684,3,7,0,3.54348,2.14721,4.32868,0.33084,0.295806
1.24901,0.878148,0.362684,3,7,0,4.04307,2.19789,4.09453,0.544748,0.422047
0.513213,0.928979,0.362684,3,7,0,0.749524,2.24924,3.99914,0.435741,0.512328
-2.98044,0.748982,0.362684,3,7,0,3.75634,1.85726,4.85967,0.88157,1.49356
0.244634,0.897298,0.362684,3,7,0,7.51236,2.12177,4.56413,0.532809,0.567436
-2.35169,0.816247,0.362684,2,3,0,4.99345,1.77491,4.47272,0.357579,0.496832
0.93364,0.841668,0.362684,2,3,0,4.08609,2.08236,4.08449,0.477849,0.63525
0.151239,0.883821,0.362684,3,7,0,0.774854,1.79367,4.25307,0.919691,0.360348
-0.694546,0.896638,0.362684,3,7,0,1.71376,2.2334,4.54652,0.447543,0.931214
-0.832052,0.821318,0.362684,3,7,0,4.08815,2.36497,3.83689,0.967154,0.594854
0.0390594,0.986599,0.362684,3,7,0,1.48494,2.49861,4.25788,0.978995,0.424625
0.0432905,0.896314,0.362684,3,7,0,1.97141,2.4077,4.1109,0.951966,0.579523
0.497557,0.967155,0.362684,3,7,0,1.32241,2.05837,3.94532,0.43935,0.613839
-0.479589,0.899365,0.362684,2,7,0,1.40259,2.40599,4.43142,0.672476,0.356731
0.628358,0.962131,0.362684,2,3,0,1.17391,2.21405,4.11682,0.604802,0.319343
0.369864,0.891488,0.362684,3,7,0,3.17137,2.35853,4.30752,0.504591,0.621288
0.932938,0.999306,0.362684,3,7,0,-0.19657,1.87832,4.1677,0.695317,0.385613
0.435358,0.94604,0.362684,3,7,0,0.76184,2.07188,4.18303,0.701771,0.300597
-0.678442,0.926658,0.362684,2,3,0,1.13838,2.01025,4.19554,0.613358,0.249886
0.166978,0.945466,0.362684,2,7,0,1.84807,2.20384,4.22428,0.505646,0.864688
0.876286,0.978738,0.362684,3,7,0,0.427589,1.936,4.27428,0.595246,0.348992
1.00876,0.997009,0.362684,3,7,0,-0.481274,2.21645,4.13034,0.439448,0.416001
-0.19174,0.933307,0.362684,3,7,0,0.860636,1.89903,4.111,0.948282,0.711192
-0.418312,0.989991,0.362684,3,7,0,1.69055,1.77092,4.17005,1.24994,0.432179
0.293552,0.975054,0.362684,2,7,0,1.22795,1.77786,4.02548,0.796968,0.484244
0.974381,0.984116,0.362684,3,7,0,0.496642,2.24227,4.06394,0.527133,0.564855
0.90189,0.960478,0.362684,3,7,0,-0.0355746,1.85679,4.29375,0.678728,0.464277
-0.339649,0.918944,0.362684,2,3,0,1.04339,1.97114,4.10166,0.621789,0.274465
-1.83753,0.946167,0.362684,3,7,0,3.59623,2.02447,4.38699,0.644153,1.52367
-3.1828,0.976943,0.362684,3,7,0,4.15702,1.90023,4.69443,0.46648,1.84785
-3.94603,0.993339,0.362684,3,7,0,4.65177,2.31539,5.19008,0.96325,0.901071
-3.35649,0.971349,0.362684,3,7,0,6.61853,1.96883,5.19363,0.907103,1.15545
0.0559188,0.979982,0.362684,3,15,0,5.77027,1.69229,4.24303,0.955167,0.510895
-0.630258,0.971906,0.362684,3,7,0,1.47064,1.59171,4.30221,0.953415,0.652366
-1.33974,0.969171,0.362684,3,7,0,2.4148,1.7812,4.69033,0.767738,0.583542
-2.34041,0.870768,0.362684,3,7,0,4.8287,2.82346,3.82363,0.851179,0.748364
-0.617953,1,0.362684,3,7,0,3.64733,2.0078,4.22246,1.21005,0.656509
-3.33019,0.941309,0.362684,2,7,0,5.51169,1.362,4.5126,1.26548,1.11067
-0.000579267,0.990219,0.362684,3,7,0,4.63474,1.95566,4.42477,0.82081,0.704481
-1.93141,0.957475,0.362684,3,7,0,2.83389,1.27524,3.95521,1.20913,0.483055
-0.113371,0.943785,0.362684,2,7,0,3.15496,1.77208,3.99924,0.908545,0.437795
1.39752,0.97933,0.362684,3,7,0,0.643143,2.17756,4.21543,0.546894,0.497467
-0.0132775,0.894963,0.362684,2,3,0,0.385822,2.08515,4.5254,0.796562,0.539004
1.22691,0.977176,0.362684,2,7,0,0.866805,2.02502,4.31567,0.518117,0.421268
-0.885619,0.840252,0.362684,3,7,0,2.39367,1.89571,4.39414,0.598472,0.293239
-0.546877,0.610895,0.362684,2,3,0,3.77883,1.75563,3.90365,0.517231,0.63148
-2.93953,0.9178,0.362684,3,7,0,4.14068,1.65557,3.51519,0.655385,0.654794
-2.87012,0.99199,0.362684,3,7,0,4.23638,1.52767,3.66672,0.640282,0.589393
-3.69287,0.940899,0.362684,3,7,0,6.2443,2.40176,5.0799,0.755853,0.724183
-1.89526,0.999827,0.362684,3,7,0,5.50084,2.67736,4.05997,1.0091,0.939322
-2.58926,0.923276,0.362684,3,11,0,5.23936,1.00726,4.38672,1.17173,0.476848
-2.45461,0.986451,0.362684,3,7,0,4.27759,1.66591,4.40439,1.46965,0.897338
-2.59675,0.947921,0.362684,2,7,0,5.62747,1.95011,4.25568,1.32982,1.14627
-1.92951,0.989109,0.362684,3,7,0,5.04066,1.78691,3.77902,0.452329,0.997826
0.148701,0.948262,0.362684,2,7,0,2.78711,2.03588,3.83316,0.474674,0.586819
-2.11452,0.894479,0.362684,3,7,0,3.23893,1.91923,4.52528,0.571246,0.313303
0.0613867,0.953455,0.362684,3,7,0,4.49968,2.1312,4.10374,0.448345,0.871072
0.374268,0.833226,0.362684,3,7,0,3.40364,1.80106,4.03163,0.596622,0.403842
-1.84951,0.711713,0.362684,3,7,0,2.25342,2.41697,4.60418,0.612347,1.21794
-1.42341,0.931713,0.362684,3,7,0,3.3642,2.00639,4.67918,0.929031,0.911171
-0.444892,0.979631,0.362684,3,7,0,3.25866,2.19116,4.30388,0.345229,0.670648
0.373546,1,0.362684,3,7,0,0.792281,2.10924,4.30628,0.453897,0.784551
-2.36398,0.860799,0.362684,2,3,0,3.13853,2.34529,4.44815,0.350001,0.903939
-0.74396,0.502075,0.362684,2,3,0,5.57528,1.6287,4.09751,0.693861,0.767943
-3.40193,0.888342,0.362684,3,7,0,5.21949,2.68114,4.92524,0.939978,1.07921
-0.0850607,0.979839,0.362684,3,7,0,4.07734,2.02119,4.13882,0.568237,0.961097
0.478337,0.966276,0.362684,2,7,0,1.93897,2.22778,4.24908,0.645718,0.752694
0.680162,0.952521,0.362684,2,7,0,1.58609,2.03392,3.99862,0.648874,0.65049
-0.356706,0.954809,0.362684,3,7,0,1.33808,2.23863,3.91969,0.498835,0.926266
-0.946911,0.967897,0.362684,3,7,0,1.82154,1.95861,4.35865,0.910329,0.297176
-0.145733,1,0.362684,3,7,0,1.67037,2.10462,4.14267,1.19719,0.425945
-1.99537,0.980536,0.362684,3,7,0,3.1388,2.00515,4.21478,0.2769,0.382083
-3.95878,0.58743,0.362684,3,7,0,5.42345,2.53202,4.00601,2.07738,0.99429
-1.35295,0.992983,0.362684,3,7,0,5.42471,2.79322,4.3982,0.782302,0.488405
-1.31355,0.907861,0.362684,3,7,0,3.7788,1.70395,3.87257,0.818403,0.399855
-1.90491,0.983913,0.362684,2,7,0,3.80846,1.22068,4.03898,0.95456,0.565586
-2.68641,0.937298,0.362684,3,7,0,3.91421,1.60033,4.71357,1.2641,0.809312
-3.67669,0.986721,0.362684,3,7,0,4.63473,1.31448,4.25009,1.5469,1.12643
-0.300255,0.981228,0.362684,3,7,0,5.26221,2.43921,3.99778,0.911464,0.403632
-1.08613,0.768286,0.362684,1,3,0,6.60971,2.25168,3.70657,0.849151,0.631939
-0.747605,1,0.362684,3,7,0,1.16906,2.21848,3.77727,0.88384,0.669101
-1.62181,0.9786,0.362684,3,7,0,2.66598,1.41526,4.44827,0.891986,0.695199
-1.35299,0.976045,0.362684,3,7,0,2.90083,1.42634,4.32917,1.34399,0.421977
-0.328606,0.969044,0.362684,4,15,0,2.84019,2.22641,4.10952,0.337379,0.513319
-2.0218,0.655799,0.362684,3,7,0,5.72705,1.7572,3.65559,0.503091,0.98069
-1.40646,0.706511,0.362684,2,3,0,4.84869,1.94157,3.67249,0.399322,0.777116
-0.0749591,0.959128,0.362684,2,3,0,1.80746,1.99533,3.89015,0.453457,0.780514
-1.26816,0.90238,0.362684,3,7,0,3.33241,2.25406,4.44616,0.375845,0.344753
0.390174,0.771996,0.362684,2,3,0,3.81585,1.88491,4.19737,0.551238,0.731767
-0.132063,0.785603,0.362684,2,3,0,4.18102,2.44807,4.03563,0.598374,0.358583
-0.944144,0.993329,0.362684,3,7,0,2.04067,1.85641,3.89977,0.99726,0.784807
-0.0845149,0.990942,0.362684,3,7,0,1.79322,2.01553,4.0173,0.846474,0.759225
